Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned
DDB-PD-009-AMBR-R2--S10-RNAseq_S3	2602587	1610598	245462	393827	0	0	0	0	10096	0	0	0	0	239479	101609	1516	61.8845018437424
DDB-PD-009-AMBR-R4--S02-RNAseq_S13	3052378	2315211	222145	93993	0	0	0	0	6027	0	0	0	0	275849	135781	3372	75.84941969834667
DDB-PD-009-AMBR-R4--S07-RNAseq_S38	2705639	1991029	47534	133884	0	0	0	0	5257	0	0	0	0	408802	115687	3446	73.58812465373245
DDB-PD-009-AMBR-R4--S10-RNAseq_S4	2558574	1953897	67450	126886	0	0	0	0	12223	0	0	0	0	268696	127487	1935	76.36664016753082
DDB-PD-009-AMBR-R5--S02-RNAseq_S29	2592201	1299726	23944	1021474	0	0	0	0	3583	0	0	0	0	170401	70301	2772	50.13986183941754
DDB-PD-009-AMBR-R5--S07-RNAseq_S39	2060760	1442137	88756	97547	0	0	0	0	5788	0	0	0	0	341960	81544	3028	69.98083231429182
DDB-PD-009-AMBR-R5--S10-RNAseq_S5	3226424	2211163	277215	151233	0	0	0	0	13430	0	0	0	0	452506	116967	3910	68.5329330552959
DDB-PD-009-AMBR-R6--S02-RNAseq_S30	1853903	345222	5165	1439073	0	0	0	0	827	0	0	0	0	43499	19426	691	18.621362606349955
DDB-PD-009-AMBR-R6--S07-RNAseq_S40	1947688	178079	5526	1719407	0	0	0	0	641	0	0	0	0	32855	10960	220	9.143096840972476
DDB-PD-009-AMBR-R6--S10-RNAseq_S6	3349003	2540147	57052	138452	0	0	0	0	10558	0	0	0	0	456874	140977	4943	75.84785680992223
DDB-PD-009-AMBR-R7--S02-RNAseq_S31	2035224	1145723	34012	640269	0	0	0	0	3142	0	0	0	0	147713	62023	2342	56.29468795572379
DDB-PD-009-AMBR-R7--S07-RNAseq_S41	2631511	1920344	65138	122957	0	0	0	0	7600	0	0	0	0	405835	106415	3222	72.97495621336942
DDB-PD-009-AMBR-R8--S02-RNAseq_S32	2384198	1851507	40733	115769	0	0	0	0	5300	0	0	0	0	263230	104173	3486	77.65743449159844
DDB-PD-009-AMBR-R8--S07-RNAseq_S42	2912316	2203835	29045	144725	0	0	0	0	5924	0	0	0	0	399008	125989	3790	75.67293521719483
DDB-PD-009-AMBR-R9--S02-RNAseq_S33	2724722	1969579	193195	130149	0	0	0	0	8311	0	0	0	0	304233	115596	3659	72.28550288800105
DDB-PD-009-AMBR-R9--S07-RNAseq_S43	2684407	1995255	52850	144525	0	0	0	0	7643	0	0	0	0	350302	132060	1772	74.32758892373623
