Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed
DDB__HMP3397_slow_feed_53h__1	12191408	2897891	3613743	3198628	0	0	0	0	191612	0	0	0	0	2107835	177587	4112	23.76994519418922	12191408.0	8992780.0	73.76	3198628.0	26.24	DDB__HMP3397_slow_feed_53h__1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12191408.0	0.0	20-151	51.0	13.581220316709425	130.71563013886498	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	12276590	2629945	1613702758	10423158	1595679103	1.1169129451286468	0.0335	0.3263	0.6402
DDB__HMP3397_slow_feed_53h__2	465478	103213	194602	103131	0	0	0	0	10738	0	0	0	0	49044	4652	98	22.1735506296753	465478.0	362347.0	77.84	103131.0	22.16	DDB__HMP3397_slow_feed_53h__2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	465478.0	0.0	20-151	52.0	34.27249234924644	125.71183815346805	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	513665	103037	66055762	822425	64893545	1.7594483279142248	0.0594	0.2402	0.7004
DDB__HMP3397_slow_feed_7h__1	12691797	3176058	4518772	2327619	0	0	0	0	243431	0	0	0	0	2245753	176361	3803	25.02449416737441	12691797.0	10364178.0	81.66	2327619.0	18.34	DDB__HMP3397_slow_feed_7h__1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12691797.0	0.0	20-151	52.0	12.763228565512682	126.80396857907513	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	12787193	2828877	1626909718	10314415	1607920822	1.167175768262268	0.0378	0.3209	0.6413
DDB__HMP3397_slow_feed_7h__2	11569741	3184025	3549774	2188694	0	0	0	0	272157	0	0	0	0	2193439	177875	3777	27.52027897599436	11569741.0	9381047.0	81.08	2188694.0	18.92	DDB__HMP3397_slow_feed_7h__2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11569741.0	0.0	20-151	52.0	14.935057942234886	126.4583934938561	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	11673158	2171140	1482704025	3834014	1469452942	0.8937105974336313	0.0401	0.3363	0.6236
DDB__HMP3397_slow_feed_86h__1	7473774	1078515	2775679	779241	0	0	0	0	261589	0	0	0	0	2496654	81013	1083	14.430661135859873	7473774.0	6694533.0	89.57	779241.0	10.43	DDB__HMP3397_slow_feed_86h__1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7473774.0	0.0	20-151	52.0	12.509762358576507	121.3607536165798	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	7596135	1781650	929282495	11061538	912142433	1.8444404249754	0.0548	0.3547	0.5905
DDB__HMP3397_slow_feed_86h__2	14515547	1076830	8961762	914791	0	0	0	0	219093	0	0	0	0	3258656	83292	1123	7.418459669484037	14515547.0	13600756.0	93.7	914791.0	6.3	DDB__HMP3397_slow_feed_86h__2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14515547.0	0.0	20-151	53.0	7.483342500503232	122.60305195525874	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	14645552	2898658	1809289674	3720873	1788090751	1.1716710322639026	0.0477	0.2365	0.7158
DDB__HMP3427_fast_batch_12h__1	12342934	4105024	4203868	2007106	0	0	0	0	148768	0	0	0	0	1614307	258809	5052	33.25808920310195	12342934.0	10335828.0	83.74	2007106.0	16.26	DDB__HMP3427_fast_batch_12h__1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12342934.0	0.0	20-151	51.0	13.846365194853867	131.37089439188446	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	12400794	2624523	1634410133	7183881	1619819936	0.8926888487419823	0.0306	0.3024	0.667
DDB__HMP3427_fast_batch_12h__2	13180986	5830747	2133190	2679826	0	0	0	0	139325	0	0	0	0	2038971	350777	8150	44.23604577077922	13180986.0	10501160.0	79.67	2679826.0	20.33	DDB__HMP3427_fast_batch_12h__2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13180986.0	0.0	20-151	51.0	16.141590398855364	132.4725946905641	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	13241159	2699151	1764093950	9042597	1747467798	0.9424754276834292	0.0268	0.3849	0.5883
DDB__HMP3427_fast_feed_18h__1	12092511	3468848	3783293	2950492	0	0	0	0	133401	0	0	0	0	1550788	201164	4525	28.685919739911753	12092511.0	9142019.0	75.6	2950492.0	24.4	DDB__HMP3427_fast_feed_18h__1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12092511.0	0.0	20-151	51.0	13.319705184186695	131.85276093608678	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	12147283	2602851	1607147951	6902778	1593087190	0.8748890225850774	0.0285	0.3251	0.6463
DDB__HMP3427_fast_feed_18h__2	14262871	5688951	1496103	4122533	0	0	0	0	154777	0	0	0	0	2482104	311389	7014	39.886436608730456	14262871.0	10140338.0	71.1	4122533.0	28.9	DDB__HMP3427_fast_feed_18h__2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14262871.0	0.0	20-151	50.0	13.931277468544025	133.58797762385987	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	14352687	2674101	1924625159	3283638	1911055221	0.7050691370495589	0.0271	0.4346	0.5383
DDB__HMP3427_fast_feed_28h__1	14062033	1985589	6967623	1269784	0	0	0	0	314126	0	0	0	0	3394481	128905	1525	14.120212916581835	14062033.0	12792249.0	90.97	1269784.0	9.03	DDB__HMP3427_fast_feed_28h__1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14062033.0	0.0	20-151	52.0	8.594141017024668	121.8387632143944	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	14160713	2723506	1737841607	4087082	1716906818	1.204643099559533	0.0437	0.2918	0.6645
DDB__HMP3427_fast_feed_28h__2	10792270	1618028	4875471	1082197	0	0	0	0	266671	0	0	0	0	2843081	105540	1282	14.992471463371468	10792270.0	9710073.0	89.97	1082197.0	10.03	DDB__HMP3427_fast_feed_28h__2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10792270.0	0.0	20-151	52.0	9.730877438820766	122.79102274127686	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	10916189	2514999	1348014206	11514176	1327384485	1.5303786049269572	0.0435	0.2964	0.6602
DDB__HMP3427_fast_feed_3h__1	123863	18699	54625	33801	0	0	0	0	8504	0	0	0	0	7157	1052	25	15.096517927064578	123863.0	90062.0	72.71	33801.0	27.29	DDB__HMP3427_fast_feed_3h__1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	123863.0	0.0	20-151	53.0	51.76767880642321	113.11204314444186	pass	pass	warn	pass	fail	fail	pass	warn	warn	warn	pass	232312	129165	29986934	217314	14088058	53.019345025403396	0.1009	0.1862	0.7129
DDB__HMP3427_fast_feed_3h__2	14335467	5069834	3570754	3440488	0	0	0	0	107891	0	0	0	0	1870714	268938	6848	35.36567033358592	14335467.0	10894979.0	76.0	3440488.0	24.0	DDB__HMP3427_fast_feed_3h__2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14335467.0	0.0	20-151	51.0	14.536653895954792	133.17127806160758	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	14397507	2975492	1927810503	9068553	1910663409	0.8894595175882803	0.024	0.3444	0.6316
DDB__HMP3427_slow_batch_12h__1	13528699	4330389	5021879	2207907	0	0	0	0	108956	0	0	0	0	1590606	262443	6519	32.00890935632466	13528699.0	11320792.0	83.68	2207907.0	16.32	DDB__HMP3427_slow_batch_12h__1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13528699.0	0.0	20-151	51.0	14.202788067316186	132.63661524289958	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	13573134	2737099	1809653251	6391423	1795929683	0.7583534576260101	0.0267	0.2934	0.6799
DDB__HMP3427_slow_batch_12h__2	14061219	5494472	3527653	2524722	0	0	0	0	130959	0	0	0	0	2037983	337624	7806	39.075360393718356	14061219.0	11536497.0	82.04	2524722.0	17.96	DDB__HMP3427_slow_batch_12h__2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14061219.0	0.0	20-151	51.0	14.68319073547398	133.23314152208283	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	14123299	2944358	1892184485	9178682	1875396735	0.8872152865157859	0.0258	0.3434	0.6309
DDB__HMP3427_slow_feed_53h__1	12564845	3433799	2695285	3638542	0	0	0	0	186897	0	0	0	0	2400214	205180	4928	27.328622040303717	12564845.0	8926303.0	71.04	3638542.0	28.96	DDB__HMP3427_slow_feed_53h__1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12564845.0	0.0	20-151	51.0	13.30917087660351	130.66657981057466	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	12644011	2738304	1659054864	10760079	1640252577	1.133313153651078	0.0355	0.363	0.6014
DDB__HMP3427_slow_feed_53h__2	14358948	4171637	2083524	4428014	0	0	0	0	217105	0	0	0	0	3207808	245541	5319	29.052525296421443	14358948.0	9930934.0	69.16	4428014.0	30.84	DDB__HMP3427_slow_feed_53h__2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14358948.0	0.0	20-151	50.0	12.876059283219778	132.08957766265328	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	14439009	2933028	1913254489	8819648	1895795894	0.912507724423272	0.0348	0.3929	0.5723
DDB__HMP3427_slow_feed_7h__1	12114216	2936710	4670332	2106152	0	0	0	0	354888	0	0	0	0	1865006	177257	3871	24.241849410642832	12114216.0	10008064.0	82.61	2106152.0	17.39	DDB__HMP3427_slow_feed_7h__1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12114216.0	0.0	20-151	52.0	12.93656015348763	124.49089648063071	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	12256511	2277846	1528140594	5139762	1511155937	1.1114590546633958	0.0356	0.2943	0.6701
DDB__HMP3427_slow_feed_7h__2	14103887	211240	12877614	577973	0	0	0	0	20317	0	0	0	0	403783	12609	351	1.4977431398876069	14103887.0	13525914.0	95.9	577973.0	4.1	DDB__HMP3427_slow_feed_7h__2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14103887.0	0.0	20-151	54.0	5.00503567951601	135.2673356642747	pass	pass	warn	pass	warn	warn	pass	warn	fail	warn	pass	14117273	2753898	1919654798	4059301	1908584436	0.5766850379314916	0.0215	0.1318	0.8467
DDB__HMP3427_slow_feed_86h__1	12666526	3763754	3102686	3212673	0	0	0	0	91093	0	0	0	0	2265807	225284	5229	29.714177352180076	12666526.0	9453853.0	74.64	3212673.0	25.36	DDB__HMP3427_slow_feed_86h__1_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12666526.0	0.0	20-151	51.0	13.451213008015367	132.22495520871308	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	12727859	2296862	1690714621	2663673	1679362467	0.6714411680716164	0.03	0.3602	0.6098
DDB__HMP3427_slow_feed_86h__2	14010848	2404609	6828428	2462649	0	0	0	0	142894	0	0	0	0	2031585	137817	2866	17.162480101133067	14010848.0	11548199.0	82.42	2462649.0	17.58	DDB__HMP3427_slow_feed_86h__2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14010848.0	0.0	20-151	52.0	10.786401918978155	126.24506418169693	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	14112841	2784032	1791933267	3230502	1776765871	0.8464263864799381	0.0353	0.23	0.7348
DDB__MG1655_control_A__1	14575887	6893305	4445745	569109	0	0	0	0	171897	0	0	0	0	2100614	385425	9792	47.292524976353064	14575887.0	14006778.0	96.1	569109.0	3.9	DDB__MG1655_control_A__1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14575887.0	0.0	20-151	52.0	16.95803468377826	129.7282024071674	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass	14657101	3097234	1914502778	12731480	1892951130	1.1257047128714064	0.0291	0.3364	0.6345
DDB__MG1655_control_A__2	19974323	481697	18000917	685948	0	0	0	0	25125	0	0	0	0	752502	27637	497	2.411581108406027	19974323.0	19288375.0	96.57	685948.0	3.43	DDB__MG1655_control_A__2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19974323.0	0.0	20-151	54.0	5.242980632812974	138.03077991679618	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	19995311	3887515	2774066555	6423013	2758533624	0.55993360981204	0.0317	0.126	0.8423
DDB__MG1655_control_B__1	13805046	7454106	2310944	470764	0	0	0	0	426030	0	0	0	0	2680445	452530	10227	53.995517291286106	13805046.0	13334282.0	96.59	470764.0	3.41	DDB__MG1655_control_B__1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13805046.0	0.0	20-151	51.0	17.752032743060354	127.60956044623104	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	13978165	2813571	1789665265	12145968	1768648097	1.1743630728621195	0.0372	0.3782	0.5846
DDB__MG1655_control_B__2	15170945	9424111	1391165	564536	0	0	0	0	241133	0	0	0	0	3028692	508526	12782	62.119472452111594	15170945.0	14606409.0	96.28	564536.0	3.72	DDB__MG1655_control_B__2_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15170945.0	0.0	20-151	51.0	17.389023963981256	130.63280738279653	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	15304757	2911174	2007481619	3656968	1987573572	0.9916926168378531	0.0302	0.4113	0.5585
