Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed
minicoli_011	7723034	4462052	1043196	243915	0	0	0	0	507948	0	0	0	0	773784	360317	331822	57.77589481025203	7723034.0	7479119.0	96.84	243915.0	3.16	minicoli_011_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7723034.0	0.0	20-40	51.0	19.336263694074308	39.57899045893104	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	7744299	2230472	7744299	309771960	282045	306508850	1.053391017056547	0.0496	0.3737	0.5767
minicoli_012	8848849	6312701	370385	315101	0	0	0	0	85091	0	0	0	0	965618	534662	265291	71.33923293300631	8848849.0	8533748.0	96.44	315101.0	3.56	minicoli_012_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8848849.0	0.0	20-40	48.0	17.397169964176854	39.4827850492194	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	8867149	2565747	8867149	354685960	544543	350663677	1.1340406595175063	0.0527	0.4169	0.5304
minicoli_013	8309545	6077342	183864	175392	0	0	0	0	79334	0	0	0	0	1062192	480976	250445	73.13688053918716	8309545.0	8134153.0	97.89	175392.0	2.11	minicoli_013_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8309545.0	0.0	20-40	49.0	18.03098458178276	39.4837844912086	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	8329293	2375763	8329293	333171720	510432	329441096	1.119730089936805	0.0461	0.4411	0.5128
minicoli_014	9108107	6145863	795008	347918	0	0	0	0	64825	0	0	0	0	993969	487087	273437	67.47684233397784	9108107.0	8760189.0	96.18	347918.0	3.82	minicoli_014_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9108107.0	0.0	20-40	51.0	16.527726146790098	39.55351831066543	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	9128499	2635030	9128499	365139960	559107	361059350	1.1175468168425062	0.0516	0.3871	0.5612
minicoli_015	9556956	7058909	43145	395451	0	0	0	0	60634	0	0	0	0	1090232	617957	290628	73.86147848750167	9556956.0	9161505.0	95.86	395451.0	4.14	minicoli_015_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9556956.0	0.0	20-40	50.0	16.834581434551815	39.54904992761293	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	9580712	2794859	9580712	383228480	578191	378904102	1.128407262424755	0.0621	0.4211	0.5168
minicoli_016	13755678	10445938	19071	799456	0	0	0	0	71472	0	0	0	0	1376933	666036	376772	75.93909947586735	13755678.0	12956222.0	94.19	799456.0	5.81	minicoli_016_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13755678.0	0.0	20-40	50.0	15.682916702051365	39.53210536041917	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	13782002	4015085	13782002	551280080	476586	545433747	1.0605014061092142	0.0435	0.4714	0.4851
minicoli_017	13136613	9650146	19563	830156	0	0	0	0	57098	0	0	0	0	1630944	629366	319340	73.45992456350811	13136613.0	12306457.0	93.68	830156.0	6.32	minicoli_017_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13136613.0	0.0	20-40	50.0	15.379893185350365	39.53046725209915	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	13163540	3795562	13163540	526541600	464816	521028360	1.047066366646054	0.0423	0.5036	0.45399999999999996
minicoli_018	9941463	6439263	144917	344515	0	0	0	0	516048	0	0	0	0	1469773	607451	419496	64.77178459548661	9941463.0	9596948.0	96.53	344515.0	3.47	minicoli_018_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9941463.0	0.0	20-40	50.0	16.92709308957372	39.49472969924045	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	9967828	3492859	9967828	398713120	336375	393916453	1.2030371611548674	0.0483	0.4606	0.4911
minicoli_019	4977237	3186962	51614	177909	0	0	0	0	301826	0	0	0	0	739397	301080	218449	64.03074637595115	4977237.0	4799328.0	96.43	177909.0	3.57	minicoli_019_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4977237.0	0.0	20-40	50.0	22.944825038156534	39.47881786621775	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	4991761	1734917	4991761	199670440	176892	197272080	1.2011592702455105	0.0485	0.4616	0.49
minicoli_020	9184331	4703965	3019080	378168	0	0	0	0	45136	0	0	0	0	447386	284741	305855	51.21728517841964	9184331.0	8806163.0	95.88	378168.0	4.12	minicoli_020_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9184331.0	0.0	20-40	52.0	14.627757542622016	39.58012739305671	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	9203702	2962858	9203702	368148080	1204901	362974198	1.4053806826861626	0.0286	0.2643	0.7071
minicoli_021	13591847	8309171	2908228	766491	0	0	0	0	30872	0	0	0	0	678869	459237	438979	61.13349421899761	13591847.0	12825356.0	94.36	766491.0	5.64	minicoli_021_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13591847.0	0.0	20-40	52.0	12.834118073747025	39.57162775596282	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	13632843	4389402	13632843	545313720	2249555	537170190	1.4933660572486605	0.0328	0.3034	0.6638
minicoli_022	5021596	3521544	729444	79204	0	0	0	0	30638	0	0	0	0	328068	169497	163201	70.12798321489821	5021596.0	4942392.0	98.42	79204.0	1.58	minicoli_022_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5021596.0	0.0	20-40	51.0	22.13162369828112	39.52953782024679	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	5028818	1557207	5028818	201152720	521803	198567633	1.2851364873415585	0.0311	0.374	0.5949
minicoli_023	12935436	8924736	1608691	608902	0	0	0	0	73566	0	0	0	0	746544	541948	431049	68.99447378503515	12935436.0	12326534.0	95.29	608902.0	4.71	minicoli_023_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12935436.0	0.0	20-40	50.0	15.275162806079392	39.516091069524066	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	12959324	4056099	12959324	518372960	1616856	511363070	1.3522869711413958	0.0359	0.3694	0.5947
minicoli_024	7137573	4433064	647195	206300	0	0	0	0	436136	0	0	0	0	732466	373624	308788	62.10884287978561	7137573.0	6931273.0	97.11	206300.0	2.89	minicoli_024_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7137573.0	0.0	20-40	51.0	22.149728352248783	39.507959077966696	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	7160352	2336948	7160352	286414080	1243204	281952192	1.5578452009063242	0.0463	0.4118	0.5419
minicoli_025	8064262	5246453	225928	341704	0	0	0	0	527470	0	0	0	0	867883	462237	392587	65.05806730981706	8064262.0	7722558.0	95.76	341704.0	4.24	minicoli_025_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8064262.0	0.0	20-40	51.0	22.027939527124094	39.514236392617214	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	8086659	2620783	8086659	323466360	1283212	318581304	1.5102207227978823	0.0486	0.4433	0.5082
minicoli_026	7890528	4826768	431635	233646	0	0	0	0	456345	0	0	0	0	1214470	425549	302115	61.17167317573679	7890528.0	7656882.0	97.04	233646.0	2.96	minicoli_026_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7890528.0	0.0	20-40	50.0	18.120398866841267	39.49826196675305	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	7910762	2519298	7910762	316430480	1150263	311814702	1.4587020820497445	0.0446	0.4507	0.5046
minicoli_027	9378444	5871337	635351	390903	0	0	0	0	291905	0	0	0	0	1406667	405348	376933	62.60459624219114	9378444.0	8987541.0	95.83	390903.0	4.17	minicoli_027_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9378444.0	0.0	20-40	51.0	17.018856522997893	39.530109472317584	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	9408571	2821203	9408571	376342840	1607159	370959071	1.4305490706293231	0.0401	0.4415	0.5184
minicoli_028	17400427	12858014	322734	561720	0	0	0	0	75051	0	0	0	0	2243042	830845	509021	73.89481878806768	17400427.0	16838707.0	96.77	561720.0	3.23	minicoli_028_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17400427.0	0.0	20-40	50.0	13.320092091324652	39.51817964007435	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	17430852	5440880	17430852	697234080	2087506	687897161	1.3391369222801044	0.0391	0.4715	0.4894
minicoli_029	14431271	10231796	83730	476615	0	0	0	0	73152	0	0	0	0	2465147	766419	334412	70.90017227172852	14431271.0	13954656.0	96.7	476615.0	3.3	minicoli_029_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14431271.0	0.0	20-40	50.0	13.820761970619529	39.520520888284885	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	14457805	4446491	14457805	578312200	1809045	570557886	1.3408525706357224	0.0438	0.5364	0.4198
minicoli_030	9244957	6990880	17628	252233	0	0	0	0	84501	0	0	0	0	972684	612688	314343	75.61830736476114	9244957.0	8992724.0	97.27	252233.0	2.73	minicoli_030_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9244957.0	0.0	20-40	50.0	17.46474806830651	39.549880762019775	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	9263657	2924456	9263657	370546280	1408787	365258044	1.4271458884973829	0.0561	0.4245	0.5194
minicoli_031	9992722	7551114	22368	299132	0	0	0	0	94484	0	0	0	0	1049177	649313	327134	75.56613703453372	9992722.0	9693590.0	97.01	299132.0	2.99	minicoli_031_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9992722.0	0.0	20-40	50.0	18.04096460752513	39.54823200325197	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	10014482	3163596	10014482	400579280	1601513	394779707	1.4477965510347914	0.0566	0.4252	0.5182
minicoli_032	9345672	6825444	322768	214805	0	0	0	0	74240	0	0	0	0	1083453	529368	295594	73.03320724288206	9345672.0	9130867.0	97.7	214805.0	2.3	minicoli_032_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9345672.0	0.0	20-40	48.0	16.990425554217957	39.48424554167961	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	9364783	2950332	9364783	374591320	1517004	369153516	1.4516631084777938	0.0483	0.43	0.5218
minicoli_033	10172644	6526543	1411767	222528	0	0	0	0	60124	0	0	0	0	1179874	528078	243730	64.15778434790404	10172644.0	9950116.0	97.81	222528.0	2.19	minicoli_033_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10172644.0	0.0	20-40	49.0	15.390177531710243	39.47957581136232	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	10195440	3265932	10195440	407817600	1681405	401780936	1.4802362624859742	0.0466	0.3918	0.5616
minicoli_034	14869917	11133799	67653	679903	0	0	0	0	42298	0	0	0	0	1673038	742338	530888	74.87465464669374	14869917.0	14190014.0	95.43	679903.0	4.57	minicoli_034_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14869917.0	0.0	20-40	51.0	17.784185804948926	39.55883116227212	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	14904888	4737114	14904888	596195520	2084736	587810599	1.406404563388869	0.0531	0.4452	0.5017
minicoli_035	10404095	6682553	33621	459673	0	0	0	0	599611	0	0	0	0	1515735	648059	464843	64.23002673466553	10404095.0	9944422.0	95.58	459673.0	4.42	minicoli_035_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10404095.0	0.0	20-40	50.0	19.606370875573727	39.56731709966124	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	10433396	3313387	10433396	417335840	1576559	411336115	1.4376251510054827	0.0698	0.4533	0.4769
minicoli_036	8283314	6264478	18075	265881	0	0	0	0	73124	0	0	0	0	882383	504994	274379	75.62767752133989	8283314.0	8017433.0	96.79	265881.0	3.21	minicoli_036_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8283314.0	0.0	20-40	48.0	17.898628424666505	39.49426401075704	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	8299666	2626389	8299666	331986640	1235122	327267945	1.4213508712278302	0.0494	0.435	0.5156
minicoli_037	120489386	86503692	803389	4496955	0	0	0	0	562446	0	0	0	0	17708152	7550320	2864432	71.7936200621024	120489386.0	115992431.0	96.27	4496955.0	3.73	minicoli_037_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	120489386.0	0.0	20-40	47.0	7.242913092618727	39.46138615894349	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	120725916	40901766	120725916	4829036640	18205602	4756455393	1.5030171110898838	0.0651	0.4517	0.4832
minicoli_038	8131772	5834335	32486	301068	0	0	0	0	23465	0	0	0	0	1190988	529577	219853	71.7474001976445	8131772.0	7830704.0	96.3	301068.0	3.7	minicoli_038_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8131772.0	0.0	20-40	46.0	19.416568576210366	39.43973982546485	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	8150363	2767629	8150363	326014520	1436781	320858066	1.581663908711796	0.0681	0.4564	0.4755
minicoli_039	8869446	6227095	55444	371730	0	0	0	0	43420	0	0	0	0	1353727	590788	227242	70.20838731077454	8869446.0	8497716.0	95.81	371730.0	4.19	minicoli_039_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8869446.0	0.0	20-40	46.0	17.43930931933707	39.458523565056936	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	8888618	3051208	8888618	355544720	1338291	350120076	1.5257276215492668	0.0754	0.4483	0.4764
minicoli_040	13328094	10026484	95260	843629	0	0	0	0	58570	0	0	0	0	1171569	662258	470324	75.22819091762108	13328094.0	12484465.0	93.67	843629.0	6.33	minicoli_040_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13328094.0	0.0	20-40	50.0	17.571018206400446	39.56807124859713	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	13357348	3950300	13357348	534293920	462065	528521821	1.0803227931173165	0.0478	0.4288	0.5234
minicoli_041	11969078	9157830	92345	293624	0	0	0	0	85392	0	0	0	0	1330270	550387	459230	76.51240972780026	11969078.0	11675454.0	97.55	293624.0	2.45	minicoli_041_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11969078.0	0.0	20-40	51.0	20.12448024387809	39.57093804552029	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	11986679	3507239	11986679	479467160	421618	474321213	1.073263703816545	0.0471	0.4437	0.5091
minicoli_042	9420885	5404952	764103	435280	0	0	0	0	431596	0	0	0	0	1511067	488865	385022	57.372019720015686	9420885.0	8985605.0	95.38	435280.0	4.62	minicoli_042_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9420885.0	0.0	20-40	50.0	19.027776634708182	39.53400471399449	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	9448657	2710981	9448657	377946280	322413	374039775	1.0336138246948745	0.0534	0.4225	0.5242
minicoli_043	10943929	6438947	1061586	426384	0	0	0	0	517844	0	0	0	0	1535083	554867	409218	58.83578923072328	10943929.0	10517545.0	96.1	426384.0	3.9	minicoli_043_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10943929.0	0.0	20-40	50.0	17.797124703216422	39.528414977838395	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	10969251	3169761	10969251	438770040	377425	434190591	1.043701388545125	0.0497	0.4125	0.5377
minicoli_044	9134120	6965912	88053	249301	0	0	0	0	63967	0	0	0	0	961704	440919	364264	76.26254089063863	9134120.0	8884819.0	97.27	249301.0	2.73	minicoli_044_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9134120.0	0.0	20-40	51.0	19.05844363424614	39.56288060590402	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	9149930	2689648	9149930	365997200	363900	361995688	1.0933176537962586	0.0455	0.4132	0.5412
minicoli_045	10081797	6136670	2109461	238943	0	0	0	0	87857	0	0	0	0	814834	359907	334125	60.86881138352617	10081797.0	9842854.0	97.63	238943.0	2.37	minicoli_045_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10081797.0	0.0	20-40	52.0	17.260750594384447	39.57664065245511	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	10098955	2945499	10098955	403958200	362819	399680985	1.058826135971494	0.0362	0.3285	0.6353
minicoli_046	11959133	9113589	42260	371021	0	0	0	0	29989	0	0	0	0	1339346	703404	359524	76.20610122824121	11959133.0	11588112.0	96.9	371021.0	3.1	minicoli_046_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11959133.0	0.0	20-40	48.0	17.662649765165447	39.50200938479403	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	11980899	3566807	11980899	479235960	498502	473928779	1.1074254527978242	0.0567	0.4238	0.5195
minicoli_047	12549106	9578649	103003	472534	0	0	0	0	72256	0	0	0	0	1150228	689812	482624	76.32933373899304	12549106.0	12076572.0	96.23	472534.0	3.77	minicoli_047_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12549106.0	0.0	20-40	48.0	16.804428207303275	39.519182083568346	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	12570677	3762184	12570677	502827080	425736	497332912	1.092655550691502	0.0509	0.4177	0.5314
minicoli_048	7461474	4831250	97509	375991	0	0	0	0	403677	0	0	0	0	967409	430883	354755	64.74927072050374	7461474.0	7085483.0	94.96	375991.0	5.04	minicoli_048_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7461474.0	0.0	20-40	49.0	20.701363918890365	39.51854861385297	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	7481211	2200066	7481211	299248440	257994	296029814	1.0755698509238678	0.0533	0.4369	0.5098
minicoli_049	7929680	4957017	300553	278227	0	0	0	0	358285	0	0	0	0	1217337	490887	327374	62.51219469133685	7929680.0	7651453.0	96.49	278227.0	3.51	minicoli_049_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7929680.0	0.0	20-40	49.0	19.083563924288114	39.4934685888964	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	7949826	2787321	7949826	317993040	275227	314069130	1.2339609697117901	0.0534	0.4394	0.5073
minicoli_050	8408593	5639649	208345	318825	0	0	0	0	217889	0	0	0	0	1232795	422926	368164	67.0700674892934	8408593.0	8089768.0	96.21	318825.0	3.79	minicoli_050_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8408593.0	0.0	20-40	51.0	21.578006547553507	39.570259852034695	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	8434117	2463367	8434117	337364680	316801	333736794	1.0753603489256789	0.0544	0.4281	0.5175
minicoli_051	4700292	2956807	214193	189537	0	0	0	0	248526	0	0	0	0	637240	238876	215113	62.90687897688058	4700292.0	4510755.0	95.97	189537.0	4.03	minicoli_051_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4700292.0	0.0	20-40	51.0	26.125022404619422	39.57252038809504	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	4713323	1384056	4713323	188532920	159601	186516343	1.0696153223532527	0.0546	0.4143	0.5311
minicoli_052	20053868	14050012	337904	924028	0	0	0	0	138036	0	0	0	0	3039715	940381	623792	70.06135674175178	20053868.0	19129840.0	95.39	924028.0	4.61	minicoli_052_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20053868.0	0.0	20-40	49.0	14.227848618833564	39.503411262106646	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	20089315	5781275	20089315	803572600	715858	795105695	1.0536577528900315	0.0404	0.4654	0.4942
minicoli_053	10442342	7177687	394514	208261	0	0	0	0	67733	0	0	0	0	1804304	491912	297931	68.7363715917368	10442342.0	10234081.0	98.01	208261.0	1.99	minicoli_053_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10442342.0	0.0	20-40	49.0	17.405347389854278	39.483027179151954	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	10460992	3817096	10460992	418439680	377914	413071287	1.2829550486225398	0.0362	0.4606	0.5031
minicoli_054	8941790	6543242	38545	355807	0	0	0	0	28994	0	0	0	0	1109251	630480	235471	73.17597483277956	8941790.0	8585983.0	96.02	355807.0	3.98	minicoli_054_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8941790.0	0.0	20-40	49.0	18.737913664364022	39.553208250249675	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	8960712	2555405	8960712	358428480	567648	354420690	1.1181561242008446	0.0718	0.4748	0.4534
minicoli_055	9332122	6850468	30024	314445	0	0	0	0	69227	0	0	0	0	1100294	688196	279468	73.4073986602404	9332122.0	9017677.0	96.63	314445.0	3.37	minicoli_055_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9332122.0	0.0	20-40	48.0	17.788164178789536	39.555407869721385	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	9351328	2685064	9351328	374053120	544774	369891431	1.1125930456080677	0.0728	0.4579	0.4693
