,sample_id,study,project,condition,rep_id,Strain Description,Strain,Culture Type,Evolved Sample,Base Media,Temperature (C),pH,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Antibiotic for selection,Growth Rate (1/hr),Isolate Type,Additional Details,Sequencing Machine,LibraryLayout,Platform,Biological Replicates,DOI,GEO,Published,SRX,Run,contact,creator,run_date,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,passed_similar_replicates,passed_number_replicates,full_name,glucose_control,pure_precise
ecoli_00011,acid__wt_ph5__1,Acid,acid,wt_ph5,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,5.5,glucose(2),NH4Cl(1),O2,,,,,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms8970,GSE66482,1.0,SRX895926,SRR1824557,Sangwoo Seo,Sangwoo Seo,7/15/14,True,True,True,True,True,True,acid:wt_ph5,False,True
ecoli_00012,acid__wt_ph5__2,Acid,acid,wt_ph5,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,5.5,glucose(2),NH4Cl(1),O2,,,,,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms8970,GSE66482,1.0,SRX895927,SRR1824558,Sangwoo Seo,Sangwoo Seo,7/15/14,True,True,True,True,True,True,acid:wt_ph5,False,True
ecoli_00014,acid__delgadx_ph5__2,Acid,acid,delgadx_ph5,2,Escherichia coli K-12 MG1655 del_gadX,MG1655,Batch,No,M9,37,5.5,glucose(2),NH4Cl(1),O2,,,Kanamycin (50 ug/mL),,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms8970,GSE66482,1.0,SRX895933,SRR1824564,Sangwoo Seo,Sangwoo Seo,7/17/14,True,True,True,True,True,True,acid:delgadx_ph5,False,True
ecoli_00015,acid__delgadw_ph5__1,Acid,acid,delgadw_ph5,1,Escherichia coli K-12 MG1655 del_gadW,MG1655,Batch,No,M9,37,5.5,glucose(2),NH4Cl(1),O2,,,Kanamycin (50 ug/mL),,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms8970,GSE66482,1.0,SRX895930,SRR1824561,Sangwoo Seo,Sangwoo Seo,7/16/14,True,True,True,True,True,True,acid:delgadw_ph5,False,True
ecoli_00016,acid__delgadw_ph5__2,Acid,acid,delgadw_ph5,2,Escherichia coli K-12 MG1655 del_gadW,MG1655,Batch,No,M9,37,5.5,glucose(2),NH4Cl(1),O2,,,Kanamycin (50 ug/mL),,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms8970,GSE66482,1.0,SRX895931,SRR1824562,Sangwoo Seo,Sangwoo Seo,7/16/14,True,True,True,True,True,True,acid:delgadw_ph5,False,True
ecoli_00017,acid__delgade_ph5__1,Acid,acid,delgade_ph5,1,Escherichia coli K-12 MG1655 del_gadE,MG1655,Batch,No,M9,37,5.5,glucose(2),NH4Cl(1),O2,,,Kanamycin (50 ug/mL),,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms8970,GSE66482,1.0,SRX895928,SRR1824559,Sangwoo Seo,Sangwoo Seo,7/16/14,True,True,True,True,True,True,acid:delgade_ph5,False,True
ecoli_00018,acid__delgade_ph5__2,Acid,acid,delgade_ph5,2,Escherichia coli K-12 MG1655 del_gadE,MG1655,Batch,No,M9,37,5.5,glucose(2),NH4Cl(1),O2,,,Kanamycin (50 ug/mL),,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms8970,GSE66482,1.0,SRX895929,SRR1824560,Sangwoo Seo,Sangwoo Seo,7/16/14,True,True,True,True,True,True,acid:delgade_ph5,False,True
ecoli_00019,oxidative__wt_pq__1,Oxidative,oxidative,wt_pq,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,PQ (250uM),,0.0,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,1.0,SRX871628,SRR1796598,Sangwoo Seo,Sangwoo Seo,8/27/14,True,True,True,True,True,True,oxidative:wt_pq,False,True
ecoli_00020,oxidative__wt_pq__2,Oxidative,oxidative,wt_pq,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,PQ (250uM),,0.0,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,1.0,SRX871629,SRR1796599,Sangwoo Seo,Sangwoo Seo,8/27/14,True,True,True,True,True,True,oxidative:wt_pq,False,True
ecoli_00021,oxidative__deloxyr_pq__1,Oxidative,oxidative,deloxyr_pq,1,Escherichia coli K-12 MG1655 del_oxyR,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,PQ (250uM),Kanamycin (50 ug/mL),0.0,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,1.0,SRX871630,SRR1796600,Sangwoo Seo,Sangwoo Seo,9/4/14,True,True,True,True,True,True,oxidative:deloxyr_pq,False,True
ecoli_00022,oxidative__deloxyr_pq__2,Oxidative,oxidative,deloxyr_pq,2,Escherichia coli K-12 MG1655 del_oxyR,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,PQ (250uM),Kanamycin (50 ug/mL),0.0,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,1.0,SRX871631,SRR1796601,Sangwoo Seo,Sangwoo Seo,9/4/14,True,True,True,True,True,True,oxidative:deloxyr_pq,False,True
ecoli_00023,oxidative__delsoxr_pq__1,Oxidative,oxidative,delsoxr_pq,1,Escherichia coli K-12 MG1655 del_soxR,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,PQ (250uM),Kanamycin (50 ug/mL),0.0,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,1.0,SRX871632,SRR1796602,Sangwoo Seo,Sangwoo Seo,9/4/14,True,True,True,True,True,True,oxidative:delsoxr_pq,False,True
ecoli_00024,oxidative__delsoxr_pq__2,Oxidative,oxidative,delsoxr_pq,2,Escherichia coli K-12 MG1655 del_soxR,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,PQ (250uM),Kanamycin (50 ug/mL),0.0,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,1.0,SRX871633,SRR1796603,Sangwoo Seo,Sangwoo Seo,9/4/14,True,True,True,True,True,True,oxidative:delsoxr_pq,False,True
ecoli_00025,oxidative__delsoxs_pq__1,Oxidative,oxidative,delsoxs_pq,1,Escherichia coli K-12 MG1655 del_soxS,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,PQ (250uM),Kanamycin (50 ug/mL),0.0,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,1.0,SRX871634,SRR1796604,Sangwoo Seo,Sangwoo Seo,9/18/14,True,True,True,True,True,True,oxidative:delsoxs_pq,False,True
ecoli_00026,oxidative__delsoxs_pq__2,Oxidative,oxidative,delsoxs_pq,2,Escherichia coli K-12 MG1655 del_soxS,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,PQ (250uM),Kanamycin (50 ug/mL),0.0,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,1.0,SRX871635,SRR1796605,Sangwoo Seo,Sangwoo Seo,9/18/14,True,True,True,True,True,True,oxidative:delsoxs_pq,False,True
ecoli_00027,nac_ntrc__wt_csn__1,Nac/NtrC,nac_ntrc,wt_csn,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,W2,37,7.0,glucose(2),cytosine(2),O2,,,,,,,MiSeq,PAIRED,ILLUMINA,2.0,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,Donghyuk Kim,Donghyuk Kim,4/18/13,True,True,True,True,True,True,nac_ntrc:wt_csn,False,True
ecoli_00028,nac_ntrc__wt_csn__2,Nac/NtrC,nac_ntrc,wt_csn,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,W2,37,7.0,glucose(2),cytosine(2),O2,,,,,,,MiSeq,PAIRED,ILLUMINA,2.0,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,Donghyuk Kim,Donghyuk Kim,4/18/13,True,True,True,True,True,True,nac_ntrc:wt_csn,False,True
ecoli_00029,nac_ntrc__wt_cytd__1,Nac/NtrC,nac_ntrc,wt_cytd,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,W2,37,7.0,glucose(2),cytidine(2),O2,,,,,,,MiSeq,PAIRED,ILLUMINA,2.0,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,Donghyuk Kim,Donghyuk Kim,4/17/13,True,True,True,True,True,True,nac_ntrc:wt_cytd,False,True
ecoli_00030,nac_ntrc__wt_cytd__2,Nac/NtrC,nac_ntrc,wt_cytd,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,W2,37,7.0,glucose(2),cytidine(2),O2,,,,,,,MiSeq,PAIRED,ILLUMINA,2.0,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,Donghyuk Kim,Donghyuk Kim,4/17/13,True,True,True,True,True,True,nac_ntrc:wt_cytd,False,True
ecoli_00031,nac_ntrc__wt_gln__1,Nac/NtrC,nac_ntrc,wt_gln,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,W2,37,7.0,glucose(2),glutamine(2),O2,,,,,,,MiSeq,PAIRED,ILLUMINA,2.0,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,Donghyuk Kim,Donghyuk Kim,4/17/13,True,True,True,True,True,True,nac_ntrc:wt_gln,False,True
ecoli_00032,nac_ntrc__wt_gln__2,Nac/NtrC,nac_ntrc,wt_gln,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,W2,37,7.0,glucose(2),glutamine(2),O2,,,,,,,MiSeq,PAIRED,ILLUMINA,2.0,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,Donghyuk Kim,Donghyuk Kim,4/17/13,True,True,True,True,True,True,nac_ntrc:wt_gln,False,True
ecoli_00033,nac_ntrc__bw_delnac_csn__1,Nac/NtrC,nac_ntrc,bw_delnac_csn,1,Escherichia coli K-12 BW25113 del_nac,BW25113,Batch,No,W2,37,7.0,glucose(2),cytosine(2),O2,,,Kanamycin,,,,MiSeq,PAIRED,ILLUMINA,2.0,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,Donghyuk Kim,Donghyuk Kim,2/16/16,True,True,True,True,True,True,nac_ntrc:bw_delnac_csn,False,False
ecoli_00034,nac_ntrc__bw_delnac_csn__2,Nac/NtrC,nac_ntrc,bw_delnac_csn,2,Escherichia coli K-12 BW25113 del_nac,BW25113,Batch,No,W2,37,7.0,glucose(2),cytosine(2),O2,,,Kanamycin,,,,MiSeq,PAIRED,ILLUMINA,2.0,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,Donghyuk Kim,Donghyuk Kim,2/16/16,True,True,True,True,True,True,nac_ntrc:bw_delnac_csn,False,False
ecoli_00035,nac_ntrc__bw_delnac_cytd__1,Nac/NtrC,nac_ntrc,bw_delnac_cytd,1,Escherichia coli K-12 BW25113 del_nac,BW25113,Batch,No,W2,37,7.0,glucose(2),cytidine(2),O2,,,Kanamycin,,,,MiSeq,PAIRED,ILLUMINA,2.0,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,Donghyuk Kim,Donghyuk Kim,2/16/16,True,True,True,True,True,True,nac_ntrc:bw_delnac_cytd,False,False
ecoli_00036,nac_ntrc__bw_delnac_cytd__2,Nac/NtrC,nac_ntrc,bw_delnac_cytd,2,Escherichia coli K-12 BW25113 del_nac,BW25113,Batch,No,W2,37,7.0,glucose(2),cytidine(2),O2,,,Kanamycin,,,,MiSeq,PAIRED,ILLUMINA,2.0,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,Donghyuk Kim,Donghyuk Kim,2/16/16,True,True,True,True,True,True,nac_ntrc:bw_delnac_cytd,False,False
ecoli_00037,nac_ntrc__bw_delnac_gln__1,Nac/NtrC,nac_ntrc,bw_delnac_gln,1,Escherichia coli K-12 BW25113 del_nac,BW25113,Batch,No,W2,37,7.0,glucose(2),glutamine(2),O2,,,Kanamycin,,,,MiSeq,PAIRED,ILLUMINA,2.0,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,Donghyuk Kim,Donghyuk Kim,2/16/16,True,True,True,True,True,True,nac_ntrc:bw_delnac_gln,False,False
ecoli_00038,nac_ntrc__bw_delnac_gln__2,Nac/NtrC,nac_ntrc,bw_delnac_gln,2,Escherichia coli K-12 BW25113 del_nac,BW25113,Batch,No,W2,37,7.0,glucose(2),glutamine(2),O2,,,Kanamycin,,,,MiSeq,PAIRED,ILLUMINA,2.0,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,Donghyuk Kim,Donghyuk Kim,2/16/16,True,True,True,True,True,True,nac_ntrc:bw_delnac_gln,False,False
ecoli_00039,nac_ntrc__bw_delnac_nh4__1,Nac/NtrC,nac_ntrc,bw_delnac_nh4,1,Escherichia coli K-12 BW25113 del_nac,BW25113,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,,Kanamycin,,,,MiSeq,PAIRED,ILLUMINA,2.0,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,Donghyuk Kim,Donghyuk Kim,2/16/16,True,True,True,True,True,True,nac_ntrc:bw_delnac_nh4,False,False
ecoli_00040,nac_ntrc__bw_delnac_nh4__2,Nac/NtrC,nac_ntrc,bw_delnac_nh4,2,Escherichia coli K-12 BW25113 del_nac,BW25113,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,,Kanamycin,,,,MiSeq,PAIRED,ILLUMINA,2.0,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,Donghyuk Kim,Donghyuk Kim,2/16/16,True,True,True,True,True,True,nac_ntrc:bw_delnac_nh4,False,False
ecoli_00041,misc__wt_no_te__1,Misc,misc,wt_no_te,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,,,,,MiSeq,PAIRED,ILLUMINA,2.0,,GSE122211,1.0,SRX4985291,SRR8164476,Sangwoo Seo,Sangwoo Seo,3/13/15,True,True,True,True,True,True,misc:wt_no_te,False,True
ecoli_00042,misc__wt_no_te__2,Misc,misc,wt_no_te,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,,,,,MiSeq,PAIRED,ILLUMINA,2.0,,GSE122211,1.0,SRX4985292,SRR8164477,Sangwoo Seo,Sangwoo Seo,3/13/15,True,True,True,True,True,True,misc:wt_no_te,False,True
ecoli_00043,misc__bw_delcbl__1,Misc,misc,bw_delcbl,1,Escherichia coli K-12 BW25113 del_cbl,BW25113,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,MiSeq,PAIRED,ILLUMINA,2.0,,GSE122211,1.0,SRX4985293,SRR8164478,Sangwoo Seo,Sangwoo Seo,7/29/15,True,True,True,True,True,True,misc:bw_delcbl,False,False
ecoli_00044,misc__bw_delcbl__2,Misc,misc,bw_delcbl,2,Escherichia coli K-12 BW25113 del_cbl,BW25113,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,MiSeq,PAIRED,ILLUMINA,2.0,,GSE122211,1.0,SRX4985294,SRR8164479,Sangwoo Seo,Sangwoo Seo,7/29/15,True,True,True,True,True,True,misc:bw_delcbl,False,False
ecoli_00045,misc__bw_delfabr__1,Misc,misc,bw_delfabr,1,Escherichia coli K-12 BW25113 del_fabR,BW25113,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,MiSeq,PAIRED,ILLUMINA,2.0,,GSE122211,1.0,SRX4985295,SRR8164480,Sangwoo Seo,Sangwoo Seo,7/29/15,True,True,True,True,True,True,misc:bw_delfabr,False,False
ecoli_00046,misc__bw_delfabr__2,Misc,misc,bw_delfabr,2,Escherichia coli K-12 BW25113 del_fabR,BW25113,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,MiSeq,PAIRED,ILLUMINA,2.0,,GSE122211,1.0,SRX4985296,SRR8164481,Sangwoo Seo,Sangwoo Seo,7/29/15,True,True,True,True,True,True,misc:bw_delfabr,False,False
ecoli_00047,misc__bw_delfadr__1,Misc,misc,bw_delfadr,1,Escherichia coli K-12 BW25113 del_fadR,BW25113,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,MiSeq,PAIRED,ILLUMINA,2.0,,GSE122211,1.0,SRX4985297,SRR8164482,Sangwoo Seo,Sangwoo Seo,7/29/15,True,True,True,True,True,True,misc:bw_delfadr,False,False
ecoli_00048,misc__bw_delfadr__2,Misc,misc,bw_delfadr,2,Escherichia coli K-12 BW25113 del_fadR,BW25113,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,Kanamycin,,,,MiSeq,PAIRED,ILLUMINA,2.0,,GSE122211,1.0,SRX4985298,SRR8164483,Sangwoo Seo,Sangwoo Seo,7/29/15,True,True,True,True,True,True,misc:bw_delfadr,False,False
ecoli_00049,misc__nitr_031__1,Misc,misc,nitr_031,1,Escherichia coli K-12 MG1655,MG1655,Chemostat,No,M9,37,7.0,glucose(4),NH4Cl(10mM),O2,sauer trace element mixture,,,,,chemostat w/ dilution rate 0.31 h^-1,MiSeq,PAIRED,ILLUMINA,1.0,,GSE72020,1.0,,,Jose Utrilla,Jose Utrilla,7/24/14,True,True,True,True,True,True,misc:nitr_031,False,True
ecoli_00050,omics__wt_glu__1,Omics,omics,wt_glu,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,glutamate (10mM),,,,,MiSeq,PAIRED,ILLUMINA,2.0,,GSE122211,1.0,SRX4985299,SRR8164484,Donghyuk Kim,Donghyuk Kim,7/2/14,True,True,True,True,True,True,omics:wt_glu,False,True
ecoli_00051,omics__wt_glu__2,Omics,omics,wt_glu,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,glutamate (10mM),,,,,MiSeq,PAIRED,ILLUMINA,2.0,,GSE122211,1.0,SRX4985300,SRR8164485,Donghyuk Kim,Donghyuk Kim,7/2/14,True,True,True,True,True,True,omics:wt_glu,False,True
ecoli_00052,omics__wt_gly__1,Omics,omics,wt_gly,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,glycine (10mM),,,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms13091,GSE59760,1.0,SRX661397,SRR1525108,Donghyuk Kim,Donghyuk Kim,7/3/14,True,True,True,True,True,True,omics:wt_gly,False,True
ecoli_00053,omics__wt_gly__2,Omics,omics,wt_gly,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,glycine (10mM),,,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms13091,GSE59760,1.0,SRX661398,SRR1525109,Donghyuk Kim,Donghyuk Kim,7/3/14,True,True,True,True,True,True,omics:wt_gly,False,True
ecoli_00054,omics__wt_thr__1,Omics,omics,wt_thr,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,threonine (10mM),,,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms13091,GSE59760,1.0,SRX661399,SRR1525110,Donghyuk Kim,Donghyuk Kim,7/7/14,True,True,True,True,True,True,omics:wt_thr,False,True
ecoli_00055,omics__wt_thr__2,Omics,omics,wt_thr,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,threonine (10mM),,,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms13091,GSE59760,1.0,SRX661400,SRR1525111,Donghyuk Kim,Donghyuk Kim,7/7/14,True,True,True,True,True,True,omics:wt_thr,False,True
ecoli_00056,omics__bw_ac__1,Omics,omics,bw_ac,1,Escherichia coli BW25113,BW25113,Batch,No,M9,37,7.0,acetate(3.5),NH4Cl(1),O2,aebersold trace element mixture,"thiamine (1.4mM), FeCl3 (60uM)",,0.2,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms13091,GSE59759,1.0,SRX661387,SRR1525098,Donghyuk Kim,Donghyuk Kim,1/12/15,True,True,True,True,True,True,omics:bw_ac,False,False
ecoli_00057,omics__bw_ac__2,Omics,omics,bw_ac,2,Escherichia coli BW25113,BW25113,Batch,No,M9,37,7.0,acetate(3.5),NH4Cl(1),O2,aebersold trace element mixture,"thiamine (1.4mM), FeCl3 (60uM)",,0.2,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms13091,GSE59759,1.0,SRX661388,SRR1525099,Donghyuk Kim,Donghyuk Kim,1/12/15,True,True,True,True,True,True,omics:bw_ac,False,False
ecoli_00058,omics__bw_fum__1,Omics,omics,bw_fum,1,Escherichia coli BW25113,BW25113,Batch,No,M9,37,7.0,fumarate(2.8),NH4Cl(1),O2,aebersold trace element mixture,"thiamine (1.4mM), FeCl3 (60uM)",,0.31,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms13091,GSE59759,1.0,SRX661389,SRR1525100,Donghyuk Kim,Donghyuk Kim,1/12/15,True,True,True,True,True,True,omics:bw_fum,False,False
