Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed
DDB-PD-023-AMBR-R1--S02-RNAseq_S10	7783858	5717193	188874	737521	0	0	0	0	20631	0	0	0	0	761330	352888	5421	73.44934863919666	7783858.0	7046337.0	90.52	737521.0	9.48	DDB-PD-023-AMBR-R1--S02-RNAseq_S10_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7783858.0	0.0	20-151	51.0	21.89979783147532	137.33296843287738	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	8263313	1612627	1156921261	10197992	1138841277	1.5627670274096557	0.0211	0.4323	0.5466
DDB-PD-023-AMBR-R1--S07-RNAseq_S14	6213203	4152416	165416	943563	0	0	0	0	19996	0	0	0	0	676734	249750	5328	66.83213151091313	6213203.0	5269640.0	84.81	943563.0	15.19	DDB-PD-023-AMBR-R1--S07-RNAseq_S14_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6213203.0	0.0	20-151	54.0	23.85483441907958	138.10355254769559	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	6700688	1190745	945969950	9523028	928654944	1.8303970437961588	0.0219	0.4176	0.5605
DDB-PD-023-AMBR-R1--S10-RNAseq_S18	15499371	10931196	345864	1528233	0	0	0	0	52935	0	0	0	0	1984646	643051	13446	70.5267071805688	15499371.0	13971138.0	90.14	1528233.0	9.86	DDB-PD-023-AMBR-R1--S10-RNAseq_S18_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15499371.0	0.0	20-151	51.0	16.897943201322562	136.8900336665275	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	16056314	3494574	2228648319	19243738	2121763707	4.795938914577577	0.0224	0.4168	0.5608
DDB-PD-023-AMBR-R2--S02-RNAseq_S11	7520645	4866807	486388	1140077	0	0	0	0	20430	0	0	0	0	705530	295699	5714	64.71262770679908	7520645.0	6380568.0	84.84	1140077.0	15.16	DDB-PD-023-AMBR-R2--S02-RNAseq_S11_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7520645.0	0.0	20-151	54.0	21.49968800965252	137.38265973197778	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	8113019	1874674	1140067142	10385417	1039732334	8.80078061227029	0.0222	0.4216	0.5562
DDB-PD-023-AMBR-R2--S07-RNAseq_S15	5638565	3897891	212705	621666	0	0	0	0	15558	0	0	0	0	648973	237396	4376	69.12913125946052	5638565.0	5016899.0	88.97	621666.0	11.03	DDB-PD-023-AMBR-R2--S07-RNAseq_S15_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5638565.0	0.0	20-151	52.0	22.330120844544048	137.3041538050905	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	6036513	1421015	842701141	6877443	774979337	8.036277715209597	0.0237	0.4128	0.5635
DDB-PD-023-AMBR-R2--S10-RNAseq_S19	6962804	4724063	334642	765070	0	0	0	0	25316	0	0	0	0	826116	281281	6316	67.84713457394463	6962804.0	6197734.0	89.01	765070.0	10.99	DDB-PD-023-AMBR-R2--S10-RNAseq_S19_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6962804.0	0.0	20-151	52.0	20.018656495410834	136.88501514619685	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	7173091	1389038	998814448	9237452	982125987	1.6708269522348758	0.024	0.4029	0.5731
DDB-PD-023-AMBR-R3--S02-RNAseq_S12	6612253	4833422	136056	679365	0	0	0	0	15212	0	0	0	0	652120	291877	4201	73.09795919787099	6612253.0	5932888.0	89.73	679365.0	10.27	DDB-PD-023-AMBR-R3--S02-RNAseq_S12_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6612253.0	0.0	20-151	52.0	23.354567178394717	137.6196394784047	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	6831884	1372220	957169232	9015607	941277298	1.6603055623501275	0.0212	0.4396	0.5392
DDB-PD-023-AMBR-R3--S07-RNAseq_S16	5925722	3991082	449891	536503	0	0	0	0	21641	0	0	0	0	679922	242074	4609	67.35182649472925	5925722.0	5389219.0	90.95	536503.0	9.05	DDB-PD-023-AMBR-R3--S07-RNAseq_S16_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5925722.0	0.0	20-151	51.0	24.384810940692123	136.56272501477457	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	6121808	1210139	850122243	6740755	836613094	1.5890831126036071	0.0223	0.4074	0.5703
DDB-PD-023-AMBR-R3--S10-RNAseq_S21	6735354	4456422	358331	631691	0	0	0	0	18421	0	0	0	0	1003384	260708	6397	66.16462920879881	6735354.0	6103663.0	90.62	631691.0	9.38	DDB-PD-023-AMBR-R3--S10-RNAseq_S21_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6735354.0	0.0	20-151	51.0	23.504280706854495	136.10481527771222	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	7071970	1606688	978424911	8484189	917433241	6.2336587421576795	0.0248	0.4199	0.5553
DDB-PD-023-AMBR-R4--S02-RNAseq_S13	7678308	5265959	613268	790632	0	0	0	0	22140	0	0	0	0	661884	318173	6252	68.58228401361342	7678308.0	6887676.0	89.7	790632.0	10.3	DDB-PD-023-AMBR-R4--S02-RNAseq_S13_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7678308.0	0.0	20-151	52.0	22.29567755583363	137.59204462754033	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	7952909	1648414	1110110429	10034153	1057177488	4.768259050379572	0.0217	0.4103	0.568
DDB-PD-023-AMBR-R4--S07-RNAseq_S17	6060627	3984541	448205	573769	0	0	0	0	20860	0	0	0	0	791083	236963	5206	65.74469935206372	6060627.0	5486858.0	90.53	573769.0	9.47	DDB-PD-023-AMBR-R4--S07-RNAseq_S17_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6060627.0	0.0	20-151	51.0	25.18170722265355	137.64082924093498	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	6369279	1261831	892119725	7482422	878187633	1.5616841114010789	0.0265	0.4165	0.557
DDB-PD-023-AMBR-R4--S10-RNAseq_S20	5882056	3748297	544447	568744	0	0	0	0	24254	0	0	0	0	780229	211450	4635	63.72426580093764	5882056.0	5313312.0	90.33	568744.0	9.67	DDB-PD-023-AMBR-R4--S10-RNAseq_S20_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5882056.0	0.0	20-151	52.0	21.57537643495276	135.78404217844914	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	6201668	1220748	858890132	7541809	844603333	1.6634023919604188	0.024	0.4043	0.5717
