Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed
DDB-PD-036-AMBR-R18-S10	5638308	3982682	232672	315568	0	0	0	0	4125	0	0	0	0	887458	209164	6639	70.63611991398837	5638308.0	5322740.0	94.4	315568.0	5.6	DDB-PD-036-AMBR-R18-S10_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5638308.0	0.0	20-151	51.0	24.096450794336967	138.4774001349341	pass	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass	6012131	3048085	907831781	6910454	835974639	7.915248562993412	0.0245	0.4331	0.5424
DDB-PD-036-AMBR-R19-S02	8720565	6782965	155693	440169	0	0	0	0	6560	0	0	0	0	854589	471991	8598	77.78125614567405	8720565.0	8280396.0	94.95	440169.0	5.05	DDB-PD-036-AMBR-R19-S02_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8720565.0	0.0	20-151	51.0	16.06244375125681	137.88879046254456	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	8804818	4817521	1329527518	9787564	1202418827	9.560440779082844	0.0154	0.4447	0.54
DDB-PD-036-AMBR-R19-S10	6469832	3556492	1501667	387794	0	0	0	0	6548	0	0	0	0	821136	191436	4759	54.97039181233762	6469832.0	6082038.0	94.01	387794.0	5.99	DDB-PD-036-AMBR-R19-S10_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6469832.0	0.0	20-151	52.0	21.026532437306887	137.4420949415688	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	6735584	3672502	1017073184	8655368	889762053	12.517401206008005	0.0192	0.3668	0.614
DDB-PD-036-AMBR-R20-S02	8131850	6165477	282456	387249	0	0	0	0	4786	0	0	0	0	866030	417340	8512	75.81887270424318	8131850.0	7744601.0	95.24	387249.0	4.76	DDB-PD-036-AMBR-R20-S02_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8131850.0	0.0	20-151	51.0	16.055422152622175	138.23843036947312	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	8397560	4494250	1268031560	8256267	1163480550	8.245142573580742	0.0167	0.4431	0.5402
DDB-PD-036-AMBR-R20-S10	4318007	1510455	2097082	250302	0	0	0	0	8706	0	0	0	0	368941	80126	2395	34.98037404756407	4318007.0	4067705.0	94.2	250302.0	5.8	DDB-PD-036-AMBR-R20-S10_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4318007.0	0.0	20-151	52.0	21.1546104934528	136.60688507452628	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	4692123	2653975	708510573	4259299	590187022	16.700322551149846	0.0184	0.256	0.7257
DDB-PD-036-AMBR-R21-S02	2522116	1680101	35744	174784	0	0	0	0	1744	0	0	0	0	514880	112639	2224	66.6147393696404	2522116.0	2347332.0	93.07	174784.0	6.93	DDB-PD-036-AMBR-R21-S02_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2522116.0	0.0	20-151	51.0	31.496808563179673	138.20539142529526	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass	2889893	1396430	436373843	4729420	403015164	7.644518463953853	0.0242	0.496	0.4797
DDB-PD-036-AMBR-R21-S07	9447780	7044340	263567	512220	0	0	0	0	5411	0	0	0	0	1231078	378433	12731	74.56079629288573	9447780.0	8935560.0	94.58	512220.0	5.42	DDB-PD-036-AMBR-R21-S07_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9447780.0	0.0	20-151	51.0	19.55759860226468	140.26984116903654	pass	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass	9616241	4760095	1452052391	9989352	1324648724	8.774040646857074	0.023	0.4323	0.5448
DDB-PD-036-AMBR-R22-S02	2878739	1182135	1171372	196730	0	0	0	0	4519	0	0	0	0	254241	68026	1716	41.06433407127218	2878739.0	2682009.0	93.17	196730.0	6.83	DDB-PD-036-AMBR-R22-S02_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2878739.0	0.0	20-151	52.0	24.85585383241984	136.37962142451954	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	3286648	1966124	496283848	3534370	392958774	20.819753537495746	0.0191	0.2898	0.6911
DDB-PD-036-AMBR-R22-S07	7555336	5616075	165025	402325	0	0	0	0	4716	0	0	0	0	1049131	309240	8824	74.33256442863694	7555336.0	7153011.0	94.67	402325.0	5.33	DDB-PD-036-AMBR-R22-S07_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7555336.0	0.0	20-151	51.0	21.61966944408071	139.00824463663827	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	7786796	4020963	1175806196	8076191	1084143645	7.795719338087244	0.0228	0.4374	0.5398
DDB-PD-036-AMBR-R23-S02	5799051	3141191	1602970	323891	0	0	0	0	6181	0	0	0	0	544939	174689	5190	54.167328412873076	5799051.0	5475160.0	94.41	323891.0	5.59	DDB-PD-036-AMBR-R23-S02_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5799051.0	0.0	20-151	52.0	20.74382333576164	138.09219646455946	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	6167510	3364186	931294010	7779711	800980226	13.992765184863586	0.0193	0.344	0.6367
DDB-PD-036-AMBR-R23-S07	8909549	6663808	119967	614283	0	0	0	0	4986	0	0	0	0	1122861	371964	11680	74.79399911263748	8909549.0	8295266.0	93.11	614283.0	6.89	DDB-PD-036-AMBR-R23-S07_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8909549.0	0.0	20-151	51.0	22.091800955637503	140.16661056580978	pass	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass	9089667	4541762	1372539717	12964395	1249020519	8.999316848184147	0.0197	0.43799999999999994	0.5423
DDB-PD-036-AMBR-R24-S02	9430580	4341507	3635233	524164	0	0	0	0	12185	0	0	0	0	654255	255126	8110	46.036479198522265	9430580.0	8906416.0	94.44	524164.0	5.56	DDB-PD-036-AMBR-R24-S02_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9430580.0	0.0	20-151	52.0	16.748870354963163	137.77420604034958	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	9544584	5226755	1441232184	10839844	1313389061	8.870404395576555	0.0145	0.2985	0.687
NGSDNA22-1_S73	1291863	942849	9339	197470	0	0	0	0	4900	0	0	0	0	32931	98521	5853	72.98366777282112	1291863.0	1094393.0	84.71	197470.0	15.29	NGSDNA22-1_S73_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1291863.0	0.0	20-151	50.0	77.99099926861994	141.8410133272646	pass	pass	pass	pass	fail	warn	pass	warn	pass	warn	pass	1292836	570411	195218236	2567715	183380049	6.064078460374982	0.2562	0.2444	0.4994
NGSDNA22-2_S74	1546207	1144919	11425	221674	0	0	0	0	6139	0	0	0	0	37530	117254	7266	74.04694196831343	1546207.0	1324533.0	85.66	221674.0	14.34	NGSDNA22-2_S74_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1546207.0	0.0	20-151	50.0	71.78634341847184	142.0540917225184	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass	1547122	680963	233615422	2750300	219740380	5.939266286966277	0.2519	0.2479	0.5002
NGSDNA22-3_S75	1222444	739568	6969	365187	0	0	0	0	3924	0	0	0	0	25274	76822	4700	60.49913124854799	1222444.0	857257.0	70.13	365187.0	29.87	NGSDNA22-3_S75_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1222444.0	0.0	20-151	49.0	67.67394858039334	141.98359761265138	pass	pass	pass	pass	fail	warn	pass	warn	warn	warn	pass	1223252	534994	184711052	2616543	173659037	5.983407533188647	0.25	0.2493	0.5007
NGSDNA22-4_S76	1441304	1062171	10133	208817	0	0	0	0	5872	0	0	0	0	36303	110966	7042	73.69513995659486	1441304.0	1232487.0	85.51	208817.0	14.49	NGSDNA22-4_S76_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1441304.0	0.0	20-151	50.0	75.64473635021076	142.10098910431108	pass	pass	pass	pass	fail	warn	pass	warn	pass	warn	pass	1442021	632853	217745171	2453527	204870173	5.9128741826380145	0.2509	0.2466	0.5025
NGSDNA22-5_S77	1776145	1304170	12751	264989	0	0	0	0	5633	0	0	0	0	46126	134788	7688	73.42700061087355	1776145.0	1511156.0	85.08	264989.0	14.92	NGSDNA22-5_S77_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1776145.0	0.0	20-151	50.0	72.78909177649608	141.5371757373413	pass	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass	1777353	796241	268380303	2746332	251388952	6.33107229184401	0.2521	0.2445	0.5034
NGSDNA22-6_S78	1442046	1060590	10709	212019	0	0	0	0	5666	0	0	0	0	36528	109759	6775	73.5475844737269	1442046.0	1230027.0	85.3	212019.0	14.7	NGSDNA22-6_S78_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1442046.0	0.0	20-151	50.0	75.91908993095244	142.01703829142758	pass	pass	pass	pass	fail	warn	pass	warn	pass	warn	pass	1443073	634027	217904023	2266248	204796537	6.0152565425558935	0.2517	0.2455	0.5029
NGSDNA22-7_S79	1747671	1289877	12990	251947	0	0	0	0	7142	0	0	0	0	44174	133139	8402	73.80548169535342	1747671.0	1495724.0	85.58	251947.0	14.42	NGSDNA22-7_S79_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1747671.0	0.0	20-151	50.0	69.75669193871992	141.9742050992435	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass	1748818	770615	264071518	3023050	248242839	5.994087934920723	0.2533	0.2496	0.4972
NGSDNA22-8_S80	1907911	1402731	14036	280585	0	0	0	0	7234	0	0	0	0	48846	145750	8729	73.52182570360986	1907911.0	1627326.0	85.29	280585.0	14.71	NGSDNA22-8_S80_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1907911.0	0.0	20-151	50.0	68.44907662009656	141.87785751012498	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass	1909090	843054	288272590	3007071	270812942	6.0566452051511375	0.253	0.2471	0.4999
