,sample_id,study,project,condition,rep_id,Strain Description,Strain,Culture Type,Evolved Sample,Base Media,Temperature (C),pH,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Antibiotic for selection,Growth Rate (1/hr),Isolate Type,Additional Details,Sequencing Machine,LibraryLayout,Platform,Biological Replicates,DOI,GEO,Published,SRX,Run,contact,creator,run_date,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,passed_similar_replicates,passed_number_replicates,full_name,glucose_control,pure_precise
ecoli_00011,acid__wt_ph5__1,Acid,acid,wt_ph5,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,5.5,glucose(2),NH4Cl(1),O2,,,,,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms8970,GSE66482,1.0,SRX895926,SRR1824557,Sangwoo Seo,Sangwoo Seo,7/15/14,True,True,True,True,True,True,acid:wt_ph5,False,True
ecoli_00012,acid__wt_ph5__2,Acid,acid,wt_ph5,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,5.5,glucose(2),NH4Cl(1),O2,,,,,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms8970,GSE66482,1.0,SRX895927,SRR1824558,Sangwoo Seo,Sangwoo Seo,7/15/14,True,True,True,True,True,True,acid:wt_ph5,False,True
ecoli_00014,acid__delgadx_ph5__2,Acid,acid,delgadx_ph5,2,Escherichia coli K-12 MG1655 del_gadX,MG1655,Batch,No,M9,37,5.5,glucose(2),NH4Cl(1),O2,,,Kanamycin (50 ug/mL),,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms8970,GSE66482,1.0,SRX895933,SRR1824564,Sangwoo Seo,Sangwoo Seo,7/17/14,True,True,True,True,True,True,acid:delgadx_ph5,False,True
ecoli_00015,acid__delgadw_ph5__1,Acid,acid,delgadw_ph5,1,Escherichia coli K-12 MG1655 del_gadW,MG1655,Batch,No,M9,37,5.5,glucose(2),NH4Cl(1),O2,,,Kanamycin (50 ug/mL),,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms8970,GSE66482,1.0,SRX895930,SRR1824561,Sangwoo Seo,Sangwoo Seo,7/16/14,True,True,True,True,True,True,acid:delgadw_ph5,False,True
ecoli_00016,acid__delgadw_ph5__2,Acid,acid,delgadw_ph5,2,Escherichia coli K-12 MG1655 del_gadW,MG1655,Batch,No,M9,37,5.5,glucose(2),NH4Cl(1),O2,,,Kanamycin (50 ug/mL),,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms8970,GSE66482,1.0,SRX895931,SRR1824562,Sangwoo Seo,Sangwoo Seo,7/16/14,True,True,True,True,True,True,acid:delgadw_ph5,False,True
ecoli_00017,acid__delgade_ph5__1,Acid,acid,delgade_ph5,1,Escherichia coli K-12 MG1655 del_gadE,MG1655,Batch,No,M9,37,5.5,glucose(2),NH4Cl(1),O2,,,Kanamycin (50 ug/mL),,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms8970,GSE66482,1.0,SRX895928,SRR1824559,Sangwoo Seo,Sangwoo Seo,7/16/14,True,True,True,True,True,True,acid:delgade_ph5,False,True
ecoli_00018,acid__delgade_ph5__2,Acid,acid,delgade_ph5,2,Escherichia coli K-12 MG1655 del_gadE,MG1655,Batch,No,M9,37,5.5,glucose(2),NH4Cl(1),O2,,,Kanamycin (50 ug/mL),,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms8970,GSE66482,1.0,SRX895929,SRR1824560,Sangwoo Seo,Sangwoo Seo,7/16/14,True,True,True,True,True,True,acid:delgade_ph5,False,True
ecoli_00019,oxidative__wt_pq__1,Oxidative,oxidative,wt_pq,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,PQ (250uM),,0.0,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,1.0,SRX871628,SRR1796598,Sangwoo Seo,Sangwoo Seo,8/27/14,True,True,True,True,True,True,oxidative:wt_pq,False,True
ecoli_00020,oxidative__wt_pq__2,Oxidative,oxidative,wt_pq,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,PQ (250uM),,0.0,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,1.0,SRX871629,SRR1796599,Sangwoo Seo,Sangwoo Seo,8/27/14,True,True,True,True,True,True,oxidative:wt_pq,False,True
ecoli_00021,oxidative__deloxyr_pq__1,Oxidative,oxidative,deloxyr_pq,1,Escherichia coli K-12 MG1655 del_oxyR,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,PQ (250uM),Kanamycin (50 ug/mL),0.0,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,1.0,SRX871630,SRR1796600,Sangwoo Seo,Sangwoo Seo,9/4/14,True,True,True,True,True,True,oxidative:deloxyr_pq,False,True
ecoli_00022,oxidative__deloxyr_pq__2,Oxidative,oxidative,deloxyr_pq,2,Escherichia coli K-12 MG1655 del_oxyR,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,PQ (250uM),Kanamycin (50 ug/mL),0.0,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,1.0,SRX871631,SRR1796601,Sangwoo Seo,Sangwoo Seo,9/4/14,True,True,True,True,True,True,oxidative:deloxyr_pq,False,True
ecoli_00023,oxidative__delsoxr_pq__1,Oxidative,oxidative,delsoxr_pq,1,Escherichia coli K-12 MG1655 del_soxR,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,PQ (250uM),Kanamycin (50 ug/mL),0.0,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,1.0,SRX871632,SRR1796602,Sangwoo Seo,Sangwoo Seo,9/4/14,True,True,True,True,True,True,oxidative:delsoxr_pq,False,True
ecoli_00024,oxidative__delsoxr_pq__2,Oxidative,oxidative,delsoxr_pq,2,Escherichia coli K-12 MG1655 del_soxR,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,PQ (250uM),Kanamycin (50 ug/mL),0.0,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,1.0,SRX871633,SRR1796603,Sangwoo Seo,Sangwoo Seo,9/4/14,True,True,True,True,True,True,oxidative:delsoxr_pq,False,True
ecoli_00025,oxidative__delsoxs_pq__1,Oxidative,oxidative,delsoxs_pq,1,Escherichia coli K-12 MG1655 del_soxS,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,PQ (250uM),Kanamycin (50 ug/mL),0.0,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,1.0,SRX871634,SRR1796604,Sangwoo Seo,Sangwoo Seo,9/18/14,True,True,True,True,True,True,oxidative:delsoxs_pq,False,True
ecoli_00026,oxidative__delsoxs_pq__2,Oxidative,oxidative,delsoxs_pq,2,Escherichia coli K-12 MG1655 del_soxS,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,PQ (250uM),Kanamycin (50 ug/mL),0.0,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,1.0,SRX871635,SRR1796605,Sangwoo Seo,Sangwoo Seo,9/18/14,True,True,True,True,True,True,oxidative:delsoxs_pq,False,True
ecoli_00027,nac_ntrc__wt_csn__1,Nac/NtrC,nac_ntrc,wt_csn,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,W2,37,7.0,glucose(2),cytosine(2),O2,,,,,,,MiSeq,PAIRED,ILLUMINA,2.0,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,Donghyuk Kim,Donghyuk Kim,4/18/13,True,True,True,True,True,True,nac_ntrc:wt_csn,False,True
ecoli_00028,nac_ntrc__wt_csn__2,Nac/NtrC,nac_ntrc,wt_csn,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,W2,37,7.0,glucose(2),cytosine(2),O2,,,,,,,MiSeq,PAIRED,ILLUMINA,2.0,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,Donghyuk Kim,Donghyuk Kim,4/18/13,True,True,True,True,True,True,nac_ntrc:wt_csn,False,True
ecoli_00029,nac_ntrc__wt_cytd__1,Nac/NtrC,nac_ntrc,wt_cytd,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,W2,37,7.0,glucose(2),cytidine(2),O2,,,,,,,MiSeq,PAIRED,ILLUMINA,2.0,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,Donghyuk Kim,Donghyuk Kim,4/17/13,True,True,True,True,True,True,nac_ntrc:wt_cytd,False,True
ecoli_00030,nac_ntrc__wt_cytd__2,Nac/NtrC,nac_ntrc,wt_cytd,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,W2,37,7.0,glucose(2),cytidine(2),O2,,,,,,,MiSeq,PAIRED,ILLUMINA,2.0,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,Donghyuk Kim,Donghyuk Kim,4/17/13,True,True,True,True,True,True,nac_ntrc:wt_cytd,False,True
ecoli_00031,nac_ntrc__wt_gln__1,Nac/NtrC,nac_ntrc,wt_gln,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,W2,37,7.0,glucose(2),glutamine(2),O2,,,,,,,MiSeq,PAIRED,ILLUMINA,2.0,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,Donghyuk Kim,Donghyuk Kim,4/17/13,True,True,True,True,True,True,nac_ntrc:wt_gln,False,True
ecoli_00032,nac_ntrc__wt_gln__2,Nac/NtrC,nac_ntrc,wt_gln,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,W2,37,7.0,glucose(2),glutamine(2),O2,,,,,,,MiSeq,PAIRED,ILLUMINA,2.0,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,Donghyuk Kim,Donghyuk Kim,4/17/13,True,True,True,True,True,True,nac_ntrc:wt_gln,False,True
ecoli_00041,misc__wt_no_te__1,Misc,misc,wt_no_te,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,,,,,MiSeq,PAIRED,ILLUMINA,2.0,,GSE122211,1.0,SRX4985291,SRR8164476,Sangwoo Seo,Sangwoo Seo,3/13/15,True,True,True,True,True,True,misc:wt_no_te,False,True
ecoli_00042,misc__wt_no_te__2,Misc,misc,wt_no_te,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,,,,,MiSeq,PAIRED,ILLUMINA,2.0,,GSE122211,1.0,SRX4985292,SRR8164477,Sangwoo Seo,Sangwoo Seo,3/13/15,True,True,True,True,True,True,misc:wt_no_te,False,True
ecoli_00049,misc__nitr_031__1,Misc,misc,nitr_031,1,Escherichia coli K-12 MG1655,MG1655,Chemostat,No,M9,37,7.0,glucose(4),NH4Cl(10mM),O2,sauer trace element mixture,,,,,chemostat w/ dilution rate 0.31 h^-1,MiSeq,PAIRED,ILLUMINA,1.0,,GSE72020,1.0,,,Jose Utrilla,Jose Utrilla,7/24/14,True,True,True,True,True,True,misc:nitr_031,False,True
ecoli_00050,omics__wt_glu__1,Omics,omics,wt_glu,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,glutamate (10mM),,,,,MiSeq,PAIRED,ILLUMINA,2.0,,GSE122211,1.0,SRX4985299,SRR8164484,Donghyuk Kim,Donghyuk Kim,7/2/14,True,True,True,True,True,True,omics:wt_glu,False,True
ecoli_00051,omics__wt_glu__2,Omics,omics,wt_glu,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,glutamate (10mM),,,,,MiSeq,PAIRED,ILLUMINA,2.0,,GSE122211,1.0,SRX4985300,SRR8164485,Donghyuk Kim,Donghyuk Kim,7/2/14,True,True,True,True,True,True,omics:wt_glu,False,True
ecoli_00052,omics__wt_gly__1,Omics,omics,wt_gly,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,glycine (10mM),,,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms13091,GSE59760,1.0,SRX661397,SRR1525108,Donghyuk Kim,Donghyuk Kim,7/3/14,True,True,True,True,True,True,omics:wt_gly,False,True
ecoli_00053,omics__wt_gly__2,Omics,omics,wt_gly,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,glycine (10mM),,,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms13091,GSE59760,1.0,SRX661398,SRR1525109,Donghyuk Kim,Donghyuk Kim,7/3/14,True,True,True,True,True,True,omics:wt_gly,False,True
ecoli_00054,omics__wt_thr__1,Omics,omics,wt_thr,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,threonine (10mM),,,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms13091,GSE59760,1.0,SRX661399,SRR1525110,Donghyuk Kim,Donghyuk Kim,7/7/14,True,True,True,True,True,True,omics:wt_thr,False,True
ecoli_00055,omics__wt_thr__2,Omics,omics,wt_thr,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,threonine (10mM),,,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms13091,GSE59760,1.0,SRX661400,SRR1525111,Donghyuk Kim,Donghyuk Kim,7/7/14,True,True,True,True,True,True,omics:wt_thr,False,True
ecoli_00064,ompr__wt_nacl__1,OmpR,ompr,wt_nacl,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,NaCl (0.3M),,0.0,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41598-017-02110-7,GSE88980,1.0,SRX2254712,SRR4435464,Sangwoo Seo,Sangwoo Seo,7/29/15,True,True,True,True,True,True,ompr:wt_nacl,False,True
ecoli_00065,ompr__wt_nacl__2,OmpR,ompr,wt_nacl,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,NaCl (0.3M),,0.0,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41598-017-02110-7,GSE88980,1.0,SRX2254713,SRR4435465,Sangwoo Seo,Sangwoo Seo,7/29/15,True,True,True,True,True,True,ompr:wt_nacl,False,True
ecoli_00068,minspan__wt_ade__1,MinSpan,minspan,wt_ade,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,adenine (10mM),,,,,GAIIX,PAIRED,ILLUMINA,1.0,doi.org/10.15252/msb.20145243,GSE48324,1.0,SRX315215,SRR922263,Aarash Bordbar,Haythem Latif,10/1/12,True,True,True,True,True,True,minspan:wt_ade,False,True
ecoli_00070,minspan__wt_glc__2,MinSpan,minspan,wt_glc,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,GAIIX,PAIRED,ILLUMINA,4.0,doi.org/10.15252/msb.20145243,GSE48324,1.0,SRX315213,SRR922261,Aarash Bordbar,Haythem Latif,10/1/12,True,True,True,True,True,True,minspan:wt_glc,True,True
ecoli_00071,minspan__wt_glc__3,MinSpan,minspan,wt_glc,3,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,GAIIX,PAIRED,ILLUMINA,4.0,doi.org/10.15252/msb.20145243,GSE48324,1.0,SRX315214,SRR922262,Aarash Bordbar,Haythem Latif,10/1/12,True,True,True,True,True,True,minspan:wt_glc,True,True
ecoli_00072,minspan__wt_glc__4,MinSpan,minspan,wt_glc,4,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,Bridging Study between MiSeq & GAIIX,MiSeq,PAIRED,ILLUMINA,4.0,,GSE122211,1.0,SRX4985301,SRR8164486,Aarash Bordbar,Haythem Latif,10/1/12,True,True,True,True,True,True,minspan:wt_glc,True,True
ecoli_00073,minspan__wt_glc_anaero__1,MinSpan,minspan,wt_glc_anaero,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),,sauer trace element mixture,,,,,,GAIIX,PAIRED,ILLUMINA,2.0,doi.org/10.15252/msb.20145243,GSE48324,1.0,SRX315218,SRR922266,Aarash Bordbar,Haythem Latif,10/1/12,True,True,True,True,True,True,minspan:wt_glc_anaero,False,True
ecoli_00074,minspan__wt_glc_anaero__2,MinSpan,minspan,wt_glc_anaero,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),,sauer trace element mixture,,,,,,GAIIX,PAIRED,ILLUMINA,2.0,doi.org/10.15252/msb.20145243,GSE48324,1.0,SRX315219,SRR922267,Aarash Bordbar,Haythem Latif,10/1/12,True,True,True,True,True,True,minspan:wt_glc_anaero,False,True
ecoli_00075,minspan__wt_trp__1,MinSpan,minspan,wt_trp,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,L-tryptophan (20mg/L),,,,,GAIIX,PAIRED,ILLUMINA,1.0,doi.org/10.15252/msb.20145243,GSE48324,1.0,SRX315216,SRR922264,Aarash Bordbar,Haythem Latif,10/1/12,True,True,True,True,True,True,minspan:wt_trp,False,True
ecoli_00082,cra_crp__wt_ac__1,Cra/Crp,cra_crp,wt_ac,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,acetate(2),NH4Cl(1),O2,aebersold trace element mixture,,,0.25,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky069,GSE65643,1.0,SRX865361,SRR1787594,Donghyuk Kim,Donghyuk Kim,7/8/14,True,True,True,True,True,True,cra_crp:wt_ac,False,True
ecoli_00083,cra_crp__wt_ac__2,Cra/Crp,cra_crp,wt_ac,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,acetate(2),NH4Cl(1),O2,aebersold trace element mixture,,,0.25,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky069,GSE65643,1.0,SRX865362,SRR1787595,Donghyuk Kim,Donghyuk Kim,7/8/14,True,True,True,True,True,True,cra_crp:wt_ac,False,True
ecoli_00084,cra_crp__wt_fru__1,Cra/Crp,cra_crp,wt_fru,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,fructose(2),NH4Cl(1),O2,aebersold trace element mixture,,,0.53,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky069,GSE65643,1.0,SRX865359,SRR1787592,Donghyuk Kim,Donghyuk Kim,7/8/14,True,True,True,True,True,True,cra_crp:wt_fru,False,True
ecoli_00085,cra_crp__wt_fru__2,Cra/Crp,cra_crp,wt_fru,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,fructose(2),NH4Cl(1),O2,aebersold trace element mixture,,,0.53,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky069,GSE65643,1.0,SRX865360,SRR1787593,Donghyuk Kim,Donghyuk Kim,7/8/14,True,True,True,True,True,True,cra_crp:wt_fru,False,True
ecoli_00086,cra_crp__delcra_ac__1,Cra/Crp,cra_crp,delcra_ac,1,Escherichia coli K-12 MG1655 del_cra,MG1655,Batch,No,M9,37,7.0,acetate(2),NH4Cl(1),O2,aebersold trace element mixture,,Kanamycin,0.08,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky069,GSE65643,1.0,SRX865367,SRR1787600,Donghyuk Kim,Donghyuk Kim,11/19/14,True,True,True,True,True,True,cra_crp:delcra_ac,False,True
ecoli_00087,cra_crp__delcra_ac__2,Cra/Crp,cra_crp,delcra_ac,2,Escherichia coli K-12 MG1655 del_cra,MG1655,Batch,No,M9,37,7.0,acetate(2),NH4Cl(1),O2,aebersold trace element mixture,,Kanamycin,0.08,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky069,GSE65643,1.0,SRX865368,SRR1787601,Donghyuk Kim,Donghyuk Kim,11/19/14,True,True,True,True,True,True,cra_crp:delcra_ac,False,True
ecoli_00088,cra_crp__delcra_fru__1,Cra/Crp,cra_crp,delcra_fru,1,Escherichia coli K-12 MG1655 del_cra,MG1655,Batch,No,M9,37,7.0,fructose(2),NH4Cl(1),O2,aebersold trace element mixture,,Kanamycin,0.69,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky069,GSE65643,1.0,SRX865365,SRR1787598,Donghyuk Kim,Donghyuk Kim,11/17/14,True,True,True,True,True,True,cra_crp:delcra_fru,False,True
ecoli_00089,cra_crp__delcra_fru__2,Cra/Crp,cra_crp,delcra_fru,2,Escherichia coli K-12 MG1655 del_cra,MG1655,Batch,No,M9,37,7.0,fructose(2),NH4Cl(1),O2,aebersold trace element mixture,,Kanamycin,0.69,,,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1093/nar/gky069,GSE65643,1.0,SRX865366,SRR1787599,Donghyuk Kim,Donghyuk Kim,11/17/14,True,True,True,True,True,True,cra_crp:delcra_fru,False,True
