Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
DDB-PD-023-AMBR-R1--S02-RNAseq_S10	DDB-PD-023-AMBR-R1--S02-RNAseq_S10_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7783858.0	0.0	20-151	51.0	21.899797831475322	137.33296843287738	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
DDB-PD-023-AMBR-R1--S07-RNAseq_S14	DDB-PD-023-AMBR-R1--S07-RNAseq_S14_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6213203.0	0.0	20-151	54.0	23.85483441907958	138.1035525476956	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
DDB-PD-023-AMBR-R1--S10-RNAseq_S18	DDB-PD-023-AMBR-R1--S10-RNAseq_S18_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15499371.0	0.0	20-151	51.0	16.897943201322562	136.8900336665275	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
DDB-PD-023-AMBR-R2--S02-RNAseq_S11	DDB-PD-023-AMBR-R2--S02-RNAseq_S11_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7520645.0	0.0	20-151	54.0	21.499688009652516	137.38265973197778	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
DDB-PD-023-AMBR-R2--S07-RNAseq_S15	DDB-PD-023-AMBR-R2--S07-RNAseq_S15_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5638565.0	0.0	20-151	52.0	22.330120844544048	137.3041538050905	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
DDB-PD-023-AMBR-R2--S10-RNAseq_S19	DDB-PD-023-AMBR-R2--S10-RNAseq_S19_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6962804.0	0.0	20-151	52.0	20.018656495410834	136.88501514619685	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
DDB-PD-023-AMBR-R3--S02-RNAseq_S12	DDB-PD-023-AMBR-R3--S02-RNAseq_S12_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6612253.0	0.0	20-151	52.0	23.35456717839472	137.6196394784047	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
DDB-PD-023-AMBR-R3--S07-RNAseq_S16	DDB-PD-023-AMBR-R3--S07-RNAseq_S16_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5925722.0	0.0	20-151	51.0	24.384810940692123	136.56272501477457	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
DDB-PD-023-AMBR-R3--S10-RNAseq_S21	DDB-PD-023-AMBR-R3--S10-RNAseq_S21_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6735354.0	0.0	20-151	51.0	23.504280706854498	136.1048152777122	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
DDB-PD-023-AMBR-R4--S02-RNAseq_S13	DDB-PD-023-AMBR-R4--S02-RNAseq_S13_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7678308.0	0.0	20-151	52.0	22.295677555833628	137.59204462754033	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
DDB-PD-023-AMBR-R4--S07-RNAseq_S17	DDB-PD-023-AMBR-R4--S07-RNAseq_S17_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6060627.0	0.0	20-151	51.0	25.18170722265355	137.64082924093498	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
DDB-PD-023-AMBR-R4--S10-RNAseq_S20	DDB-PD-023-AMBR-R4--S10-RNAseq_S20_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5882056.0	0.0	20-151	52.0	21.57537643495276	135.78404217844917	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
