,sample_id,study,project_id,condition_id,rep_id,contact,creator,run_date,Strain Description,Strain,Base Media,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Temperature (C),pH,Antibiotic for selection,Culture Type,Growth Rate (1/hr),Evolved Sample,Isolate Type,Sequencing Machine,Additional Details,Biological Replicates,R1,R2,BAM,alignment,DOI,GEO,Published,Platform,LibraryLayout,Unnamed: 36,Unnamed: 37,Unnamed: 38,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
ecoli_00011,acid__wt_ph5__1,Acid,acid,wt_ph5,1,Sangwoo Seo,Sangwoo Seo,7/15/14,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,,,37,5.5,,Batch,,No,,MiSeq,,2,,,acid__wt_ph5__1.bam,97.99,doi.org/10.1038/ncomms8970,GSE66482,1.0,SRX895926,SRR1824557,,PAIRED,ILLUMINA,True,True,True,True,acid:wt_ph5,True,True
ecoli_00012,acid__wt_ph5__2,Acid,acid,wt_ph5,2,Sangwoo Seo,Sangwoo Seo,7/15/14,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,,,37,5.5,,Batch,,No,,MiSeq,,2,,,acid__wt_ph5__2.bam,98.37,doi.org/10.1038/ncomms8970,GSE66482,1.0,SRX895927,SRR1824558,,PAIRED,ILLUMINA,True,True,True,True,acid:wt_ph5,True,True
ecoli_00014,acid__delgadx_ph5__2,Acid,acid,delgadx_ph5,2,Sangwoo Seo,Sangwoo Seo,7/17/14,Escherichia coli K-12 MG1655 del_gadX,MG1655,M9,glucose(2),NH4Cl(1),O2,,,37,5.5,Kanamycin (50 ug/mL),Batch,,No,,MiSeq,,2,,,acid__delgadx_ph5__2.bam,78.31,doi.org/10.1038/ncomms8970,GSE66482,1.0,SRX895933,SRR1824564,,PAIRED,ILLUMINA,True,True,True,True,acid:delgadx_ph5,True,False
ecoli_00015,acid__delgadw_ph5__1,Acid,acid,delgadw_ph5,1,Sangwoo Seo,Sangwoo Seo,7/16/14,Escherichia coli K-12 MG1655 del_gadW,MG1655,M9,glucose(2),NH4Cl(1),O2,,,37,5.5,Kanamycin (50 ug/mL),Batch,,No,,MiSeq,,2,,,acid__delgadw_ph5__1.bam,97.77,doi.org/10.1038/ncomms8970,GSE66482,1.0,SRX895930,SRR1824561,,PAIRED,ILLUMINA,True,True,True,True,acid:delgadw_ph5,True,True
ecoli_00016,acid__delgadw_ph5__2,Acid,acid,delgadw_ph5,2,Sangwoo Seo,Sangwoo Seo,7/16/14,Escherichia coli K-12 MG1655 del_gadW,MG1655,M9,glucose(2),NH4Cl(1),O2,,,37,5.5,Kanamycin (50 ug/mL),Batch,,No,,MiSeq,,2,,,acid__delgadw_ph5__2.bam,97.8,doi.org/10.1038/ncomms8970,GSE66482,1.0,SRX895931,SRR1824562,,PAIRED,ILLUMINA,True,True,True,True,acid:delgadw_ph5,True,True
ecoli_00017,acid__delgade_ph5__1,Acid,acid,delgade_ph5,1,Sangwoo Seo,Sangwoo Seo,7/16/14,Escherichia coli K-12 MG1655 del_gadE,MG1655,M9,glucose(2),NH4Cl(1),O2,,,37,5.5,Kanamycin (50 ug/mL),Batch,,No,,MiSeq,,2,,,acid__delgade_ph5__1.bam,97.82,doi.org/10.1038/ncomms8970,GSE66482,1.0,SRX895928,SRR1824559,,PAIRED,ILLUMINA,True,True,True,True,acid:delgade_ph5,True,True
ecoli_00018,acid__delgade_ph5__2,Acid,acid,delgade_ph5,2,Sangwoo Seo,Sangwoo Seo,7/16/14,Escherichia coli K-12 MG1655 del_gadE,MG1655,M9,glucose(2),NH4Cl(1),O2,,,37,5.5,Kanamycin (50 ug/mL),Batch,,No,,MiSeq,,2,,,acid__delgade_ph5__2.bam,98.0,doi.org/10.1038/ncomms8970,GSE66482,1.0,SRX895929,SRR1824560,,PAIRED,ILLUMINA,True,True,True,True,acid:delgade_ph5,True,True
ecoli_00019,oxidative__wt_pq__1,Oxidative,oxidative,wt_pq,1,Sangwoo Seo,Sangwoo Seo,8/27/14,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,,PQ (250uM),37,7.0,,Batch,0.0,No,,MiSeq,,2,,,oxidative__wt_pq__1.bam,98.7,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,1.0,SRX871628,SRR1796598,,PAIRED,ILLUMINA,True,True,True,True,oxidative:wt_pq,True,True
ecoli_00020,oxidative__wt_pq__2,Oxidative,oxidative,wt_pq,2,Sangwoo Seo,Sangwoo Seo,8/27/14,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,,PQ (250uM),37,7.0,,Batch,0.0,No,,MiSeq,,2,,,oxidative__wt_pq__2.bam,98.51,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,1.0,SRX871629,SRR1796599,,PAIRED,ILLUMINA,True,True,True,True,oxidative:wt_pq,True,True
ecoli_00021,oxidative__deloxyr_pq__1,Oxidative,oxidative,deloxyr_pq,1,Sangwoo Seo,Sangwoo Seo,9/4/14,Escherichia coli K-12 MG1655 del_oxyR,MG1655,M9,glucose(2),NH4Cl(1),O2,,PQ (250uM),37,7.0,Kanamycin (50 ug/mL),Batch,0.0,No,,MiSeq,,2,,,oxidative__deloxyr_pq__1.bam,98.06,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,1.0,SRX871630,SRR1796600,,PAIRED,ILLUMINA,True,True,True,True,oxidative:deloxyr_pq,True,True
ecoli_00022,oxidative__deloxyr_pq__2,Oxidative,oxidative,deloxyr_pq,2,Sangwoo Seo,Sangwoo Seo,9/4/14,Escherichia coli K-12 MG1655 del_oxyR,MG1655,M9,glucose(2),NH4Cl(1),O2,,PQ (250uM),37,7.0,Kanamycin (50 ug/mL),Batch,0.0,No,,MiSeq,,2,,,oxidative__deloxyr_pq__2.bam,97.8,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,1.0,SRX871631,SRR1796601,,PAIRED,ILLUMINA,True,True,True,True,oxidative:deloxyr_pq,True,True
ecoli_00023,oxidative__delsoxr_pq__1,Oxidative,oxidative,delsoxr_pq,1,Sangwoo Seo,Sangwoo Seo,9/4/14,Escherichia coli K-12 MG1655 del_soxR,MG1655,M9,glucose(2),NH4Cl(1),O2,,PQ (250uM),37,7.0,Kanamycin (50 ug/mL),Batch,0.0,No,,MiSeq,,2,,,oxidative__delsoxr_pq__1.bam,98.33,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,1.0,SRX871632,SRR1796602,,PAIRED,ILLUMINA,True,True,True,True,oxidative:delsoxr_pq,True,True
ecoli_00024,oxidative__delsoxr_pq__2,Oxidative,oxidative,delsoxr_pq,2,Sangwoo Seo,Sangwoo Seo,9/4/14,Escherichia coli K-12 MG1655 del_soxR,MG1655,M9,glucose(2),NH4Cl(1),O2,,PQ (250uM),37,7.0,Kanamycin (50 ug/mL),Batch,0.0,No,,MiSeq,,2,,,oxidative__delsoxr_pq__2.bam,98.41,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,1.0,SRX871633,SRR1796603,,PAIRED,ILLUMINA,True,True,True,True,oxidative:delsoxr_pq,True,True
ecoli_00025,oxidative__delsoxs_pq__1,Oxidative,oxidative,delsoxs_pq,1,Sangwoo Seo,Sangwoo Seo,9/18/14,Escherichia coli K-12 MG1655 del_soxS,MG1655,M9,glucose(2),NH4Cl(1),O2,,PQ (250uM),37,7.0,Kanamycin (50 ug/mL),Batch,0.0,No,,MiSeq,,2,,,oxidative__delsoxs_pq__1.bam,97.3,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,1.0,SRX871634,SRR1796604,,PAIRED,ILLUMINA,True,True,True,True,oxidative:delsoxs_pq,True,True
ecoli_00026,oxidative__delsoxs_pq__2,Oxidative,oxidative,delsoxs_pq,2,Sangwoo Seo,Sangwoo Seo,9/18/14,Escherichia coli K-12 MG1655 del_soxS,MG1655,M9,glucose(2),NH4Cl(1),O2,,PQ (250uM),37,7.0,Kanamycin (50 ug/mL),Batch,0.0,No,,MiSeq,,2,,,oxidative__delsoxs_pq__2.bam,97.07,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,1.0,SRX871635,SRR1796605,,PAIRED,ILLUMINA,True,True,True,True,oxidative:delsoxs_pq,True,True
ecoli_00027,nac_ntrc__wt_csn__1,Nac/NtrC,nac_ntrc,wt_csn,1,Donghyuk Kim,Donghyuk Kim,4/18/13,Escherichia coli K-12 MG1655,MG1655,W2,glucose(2),cytosine(2),O2,,,37,7.0,,Batch,,No,,MiSeq,,2,s3://precise-db/raw_data/nac_ntrc/MG1655-W2-cytosine-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/nac_ntrc/MG1655-W2-cytosine-1_S1_L001_R2_001.fastq.gz,nac_ntrc__wt_csn__1.bam,93.29,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,v Anand has locally v,PAIRED,ILLUMINA,True,True,True,True,nac_ntrc:wt_csn,True,True
ecoli_00028,nac_ntrc__wt_csn__2,Nac/NtrC,nac_ntrc,wt_csn,2,Donghyuk Kim,Donghyuk Kim,4/18/13,Escherichia coli K-12 MG1655,MG1655,W2,glucose(2),cytosine(2),O2,,,37,7.0,,Batch,,No,,MiSeq,,2,s3://precise-db/raw_data/nac_ntrc/MG1655-W2-cytosine-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/nac_ntrc/MG1655-W2-cytosine-2_S2_L001_R2_001.fastq.gz,nac_ntrc__wt_csn__2.bam,96.3,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,,PAIRED,ILLUMINA,True,True,True,True,nac_ntrc:wt_csn,True,True
ecoli_00029,nac_ntrc__wt_cytd__1,Nac/NtrC,nac_ntrc,wt_cytd,1,Donghyuk Kim,Donghyuk Kim,4/17/13,Escherichia coli K-12 MG1655,MG1655,W2,glucose(2),cytidine(2),O2,,,37,7.0,,Batch,,No,,MiSeq,,2,s3://precise-db/raw_data/nac_ntrc/MG1655-W2-cytidine-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/nac_ntrc/MG1655-W2-cytidine-1_S1_L001_R2_001.fastq.gz,nac_ntrc__wt_cytd__1.bam,93.16,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,,PAIRED,ILLUMINA,True,True,True,True,nac_ntrc:wt_cytd,True,True
ecoli_00030,nac_ntrc__wt_cytd__2,Nac/NtrC,nac_ntrc,wt_cytd,2,Donghyuk Kim,Donghyuk Kim,4/17/13,Escherichia coli K-12 MG1655,MG1655,W2,glucose(2),cytidine(2),O2,,,37,7.0,,Batch,,No,,MiSeq,,2,s3://precise-db/raw_data/nac_ntrc/MG1655-W2-cytidine-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/nac_ntrc/MG1655-W2-cytidine-2_S2_L001_R2_001.fastq.gz,nac_ntrc__wt_cytd__2.bam,92.52,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,,PAIRED,ILLUMINA,True,True,True,True,nac_ntrc:wt_cytd,True,True
ecoli_00031,nac_ntrc__wt_gln__1,Nac/NtrC,nac_ntrc,wt_gln,1,Donghyuk Kim,Donghyuk Kim,4/17/13,Escherichia coli K-12 MG1655,MG1655,W2,glucose(2),glutamine(2),O2,,,37,7.0,,Batch,,No,,MiSeq,,2,s3://precise-db/raw_data/nac_ntrc/MG1655-W2-glutamine-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/nac_ntrc/MG1655-W2-glutamine-1_S1_L001_R2_001.fastq.gz,nac_ntrc__wt_gln__1.bam,95.86,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,,PAIRED,ILLUMINA,True,True,True,True,nac_ntrc:wt_gln,True,True
ecoli_00032,nac_ntrc__wt_gln__2,Nac/NtrC,nac_ntrc,wt_gln,2,Donghyuk Kim,Donghyuk Kim,4/17/13,Escherichia coli K-12 MG1655,MG1655,W2,glucose(2),glutamine(2),O2,,,37,7.0,,Batch,,No,,MiSeq,,2,s3://precise-db/raw_data/nac_ntrc/MG1655-W2-glutamine-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/nac_ntrc/MG1655-W2-glutamine-2_S2_L001_R2_001.fastq.gz,nac_ntrc__wt_gln__2.bam,94.27,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,,PAIRED,ILLUMINA,True,True,True,True,nac_ntrc:wt_gln,True,True
ecoli_00033,nac_ntrc__bw_delnac_csn__1,Nac/NtrC,nac_ntrc,bw_delnac_csn,1,Donghyuk Kim,Donghyuk Kim,2/16/16,Escherichia coli K-12 BW25113 del_nac,BW25113,W2,glucose(2),cytosine(2),O2,,,37,7.0,Kanamycin,Batch,,No,,MiSeq,,2,s3://precise-db/raw_data/nac_ntrc/NTR-RNA-del-nac-cytosine-1_S1_L001_R1_001.fastq,s3://precise-db/raw_data/nac_ntrc/NTR-RNA-del-nac-cytosine-1_S1_L001_R2_001.fastq,nac_ntrc__bw_delnac_csn__1.bam,97.37,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,,PAIRED,ILLUMINA,True,True,True,True,nac_ntrc:bw_delnac_csn,True,True
ecoli_00034,nac_ntrc__bw_delnac_csn__2,Nac/NtrC,nac_ntrc,bw_delnac_csn,2,Donghyuk Kim,Donghyuk Kim,2/16/16,Escherichia coli K-12 BW25113 del_nac,BW25113,W2,glucose(2),cytosine(2),O2,,,37,7.0,Kanamycin,Batch,,No,,MiSeq,,2,s3://precise-db/raw_data/nac_ntrc/NTR-RNA-del-nac-cytosine-2_S2_L001_R1_001.fastq,s3://precise-db/raw_data/nac_ntrc/NTR-RNA-del-nac-cytosine-2_S2_L001_R2_001.fastq,nac_ntrc__bw_delnac_csn__2.bam,98.11,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,,PAIRED,ILLUMINA,True,True,True,True,nac_ntrc:bw_delnac_csn,True,True
ecoli_00035,nac_ntrc__bw_delnac_cytd__1,Nac/NtrC,nac_ntrc,bw_delnac_cytd,1,Donghyuk Kim,Donghyuk Kim,2/16/16,Escherichia coli K-12 BW25113 del_nac,BW25113,W2,glucose(2),cytidine(2),O2,,,37,7.0,Kanamycin,Batch,,No,,MiSeq,,2,s3://precise-db/raw_data/nac_ntrc/NTR-RNA-del-nac-cytidine-1_S1_L001_R1_001.fastq,s3://precise-db/raw_data/nac_ntrc/NTR-RNA-del-nac-cytidine-1_S1_L001_R2_001.fastq,nac_ntrc__bw_delnac_cytd__1.bam,98.0,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,,PAIRED,ILLUMINA,True,True,True,True,nac_ntrc:bw_delnac_cytd,True,True
ecoli_00036,nac_ntrc__bw_delnac_cytd__2,Nac/NtrC,nac_ntrc,bw_delnac_cytd,2,Donghyuk Kim,Donghyuk Kim,2/16/16,Escherichia coli K-12 BW25113 del_nac,BW25113,W2,glucose(2),cytidine(2),O2,,,37,7.0,Kanamycin,Batch,,No,,MiSeq,,2,s3://precise-db/raw_data/nac_ntrc/NTR-RNA-del-nac-cytidine-2_S2_L001_R1_001.fastq,s3://precise-db/raw_data/nac_ntrc/NTR-RNA-del-nac-cytidine-2_S2_L001_R2_001.fastq,nac_ntrc__bw_delnac_cytd__2.bam,97.74,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,,PAIRED,ILLUMINA,True,True,True,True,nac_ntrc:bw_delnac_cytd,True,True
ecoli_00037,nac_ntrc__bw_delnac_gln__1,Nac/NtrC,nac_ntrc,bw_delnac_gln,1,Donghyuk Kim,Donghyuk Kim,2/16/16,Escherichia coli K-12 BW25113 del_nac,BW25113,W2,glucose(2),glutamine(2),O2,,,37,7.0,Kanamycin,Batch,,No,,MiSeq,,2,s3://precise-db/raw_data/nac_ntrc/del-nac-glutamine-1_S5_L001_R1_001.fastq,s3://precise-db/raw_data/nac_ntrc/del-nac-glutamine-1_S5_L001_R2_001.fastq,nac_ntrc__bw_delnac_gln__1.bam,97.28,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,,PAIRED,ILLUMINA,True,True,True,True,nac_ntrc:bw_delnac_gln,True,True
ecoli_00038,nac_ntrc__bw_delnac_gln__2,Nac/NtrC,nac_ntrc,bw_delnac_gln,2,Donghyuk Kim,Donghyuk Kim,2/16/16,Escherichia coli K-12 BW25113 del_nac,BW25113,W2,glucose(2),glutamine(2),O2,,,37,7.0,Kanamycin,Batch,,No,,MiSeq,,2,s3://precise-db/raw_data/nac_ntrc/del-nac-glutamine-2_S6_L001_R1_001.fastq,s3://precise-db/raw_data/nac_ntrc/del-nac-glutamine-2_S6_L001_R2_001.fastq,nac_ntrc__bw_delnac_gln__2.bam,97.17,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,,PAIRED,ILLUMINA,True,True,True,True,nac_ntrc:bw_delnac_gln,True,True
ecoli_00039,nac_ntrc__bw_delnac_nh4__1,Nac/NtrC,nac_ntrc,bw_delnac_nh4,1,Donghyuk Kim,Donghyuk Kim,2/16/16,Escherichia coli K-12 BW25113 del_nac,BW25113,M9,glucose(2),NH4Cl(1),O2,,,37,7.0,Kanamycin,Batch,,No,,MiSeq,,2,s3://precise-db/raw_data/nac_ntrc/del-nac-ammonia-1_S3_L001_R1_001.fastq,s3://precise-db/raw_data/nac_ntrc/del-nac-ammonia-1_S3_L001_R2_001.fastq,nac_ntrc__bw_delnac_nh4__1.bam,98.03,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,,PAIRED,ILLUMINA,True,True,True,True,nac_ntrc:bw_delnac_nh4,True,True
ecoli_00040,nac_ntrc__bw_delnac_nh4__2,Nac/NtrC,nac_ntrc,bw_delnac_nh4,2,Donghyuk Kim,Donghyuk Kim,2/16/16,Escherichia coli K-12 BW25113 del_nac,BW25113,M9,glucose(2),NH4Cl(1),O2,,,37,7.0,Kanamycin,Batch,,No,,MiSeq,,2,s3://precise-db/raw_data/nac_ntrc/del-nac-ammonia-2_S4_L001_R1_001.fastq,s3://precise-db/raw_data/nac_ntrc/del-nac-ammonia-2_S4_L001_R2_001.fastq,nac_ntrc__bw_delnac_nh4__2.bam,97.93,From dissertation: https://escholarship.org/uc/item/0k4709x6,,1.0,,,^ Anand has locally ^,PAIRED,ILLUMINA,True,True,True,True,nac_ntrc:bw_delnac_nh4,True,True
ecoli_00041,misc__wt_no_te__1,Misc,misc,wt_no_te,1,Sangwoo Seo,Sangwoo Seo,3/13/15,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,,,37,7.0,,Batch,,No,,MiSeq,,2,,,misc__wt_no_te__1.bam,98.3,,GSE122211,1.0,SRX4985291,SRR8164476,,PAIRED,ILLUMINA,True,True,True,True,misc:wt_no_te,True,True
ecoli_00042,misc__wt_no_te__2,Misc,misc,wt_no_te,2,Sangwoo Seo,Sangwoo Seo,3/13/15,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,,,37,7.0,,Batch,,No,,MiSeq,,2,,,misc__wt_no_te__2.bam,98.23,,GSE122211,1.0,SRX4985292,SRR8164477,,PAIRED,ILLUMINA,True,True,True,True,misc:wt_no_te,True,True
ecoli_00043,misc__bw_delcbl__1,Misc,misc,bw_delcbl,1,Sangwoo Seo,Sangwoo Seo,7/29/15,Escherichia coli K-12 BW25113 del_cbl,BW25113,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,,No,,MiSeq,,2,,,misc__bw_delcbl__1.bam,98.7,,GSE122211,1.0,SRX4985293,SRR8164478,,PAIRED,ILLUMINA,True,True,True,True,misc:bw_delcbl,True,True
ecoli_00044,misc__bw_delcbl__2,Misc,misc,bw_delcbl,2,Sangwoo Seo,Sangwoo Seo,7/29/15,Escherichia coli K-12 BW25113 del_cbl,BW25113,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,,No,,MiSeq,,2,,,misc__bw_delcbl__2.bam,98.6,,GSE122211,1.0,SRX4985294,SRR8164479,,PAIRED,ILLUMINA,True,True,True,True,misc:bw_delcbl,True,True
ecoli_00045,misc__bw_delfabr__1,Misc,misc,bw_delfabr,1,Sangwoo Seo,Sangwoo Seo,7/29/15,Escherichia coli K-12 BW25113 del_fabR,BW25113,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,,No,,MiSeq,,2,,,misc__bw_delfabr__1.bam,98.5,,GSE122211,1.0,SRX4985295,SRR8164480,,PAIRED,ILLUMINA,True,True,True,True,misc:bw_delfabr,True,True
ecoli_00046,misc__bw_delfabr__2,Misc,misc,bw_delfabr,2,Sangwoo Seo,Sangwoo Seo,7/29/15,Escherichia coli K-12 BW25113 del_fabR,BW25113,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,,No,,MiSeq,,2,,,misc__bw_delfabr__2.bam,98.42,,GSE122211,1.0,SRX4985296,SRR8164481,,PAIRED,ILLUMINA,True,True,True,True,misc:bw_delfabr,True,True
ecoli_00047,misc__bw_delfadr__1,Misc,misc,bw_delfadr,1,Sangwoo Seo,Sangwoo Seo,7/29/15,Escherichia coli K-12 BW25113 del_fadR,BW25113,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,,No,,MiSeq,,2,,,misc__bw_delfadr__1.bam,98.4,,GSE122211,1.0,SRX4985297,SRR8164482,,PAIRED,ILLUMINA,True,True,True,True,misc:bw_delfadr,True,True
ecoli_00048,misc__bw_delfadr__2,Misc,misc,bw_delfadr,2,Sangwoo Seo,Sangwoo Seo,7/29/15,Escherichia coli K-12 BW25113 del_fadR,BW25113,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,,No,,MiSeq,,2,,,misc__bw_delfadr__2.bam,98.36,,GSE122211,1.0,SRX4985298,SRR8164483,,PAIRED,ILLUMINA,True,True,True,True,misc:bw_delfadr,True,True
