Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned
DDB-PD-005-AMBR-R8--S07-RNAseq_S13	2610578	1913712	81434	214224	0	0	0	0	6258	0	0	0	0	277473	115142	2335	73.30606478718506
DDB-PD-005-AMBR-R8--S10-RNAseq_S21	8428625	6278626	172957	533365	0	0	0	0	39767	0	0	0	0	1015837	379766	8307	74.49169941716472
DDB-PD-006-AMBR-R1--S02-RNAseq_S22	4077037	3037031	62106	296882	0	0	0	0	15935	0	0	0	0	463455	197577	4051	74.49113167233949
DDB-PD-006-AMBR-R1--S07-RNAseq_S30	4550367	3548839	53154	319985	0	0	0	0	4134	0	0	0	0	406522	213258	4475	77.99017090269862
DDB-PD-006-AMBR-R1--S10-RNAseq_S35	3436172	2493991	79772	256964	0	0	0	0	3680	0	0	0	0	451735	146730	3300	72.58050528320467
DDB-PD-006-AMBR-R2--S02-RNAseq_S23	4554587	3300661	94665	358460	0	0	0	0	31673	0	0	0	0	551594	213812	3722	72.46894175037167
DDB-PD-006-AMBR-R2--S10-RNAseq_S36	4027851	2914535	40729	292012	0	0	0	0	8218	0	0	0	0	603432	165813	3112	72.35955351873741
DDB-PD-006-AMBR-R5--S02-RNAseq_S25	2344657	1722998	46394	193658	0	0	0	0	2108	0	0	0	0	267897	109572	2030	73.48614317573956
DDB-PD-006-AMBR-R5--S07-RNAseq_S31	6187409	4364462	263410	452339	0	0	0	0	6695	0	0	0	0	842911	251535	6057	70.5377970003276
DDB-PD-006-AMBR-R6--S03-RNAseq_S26	2693626	2061484	32359	202864	0	0	0	0	2067	0	0	0	0	267456	124681	2715	76.53193130746436
DDB-PD-006-AMBR-R6--S07-RNAseq_S32	377	184	14	134	0	0	0	0	0	0	0	0	0	26	18	1	48.80636604774536
DDB-PD-006-AMBR-R7--S03-RNAseq_S27	3059943	2307209	71227	227497	0	0	0	0	2212	0	0	0	0	311948	136795	3055	75.40039144520011
DDB-PD-006-AMBR-R7--S07-RNAseq_S33	5963243	3924879	435270	484492	0	0	0	0	8054	0	0	0	0	884639	220805	5104	65.81786118727679
DDB-PD-006-AMBR-R8--S03-RNAseq_S28	3628226	2629674	94394	278300	0	0	0	0	2150	0	0	0	0	435796	184357	3555	72.47823040791836
DDB-PD-006-AMBR-R8--S09-RNAseq_S34	3501322	2447596	99433	253632	0	0	0	0	3924	0	0	0	0	510007	183480	3250	69.90491020248923
DDB-PD-006-AMBR-R9--S03-RNAseq_S29	3910292	2846544	145062	271543	0	0	0	0	3448	0	0	0	0	447401	192750	3544	72.79620038605813
