Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed
DDB-PD-005-AMBR-R5--S02-RNAseq_S2	1462709	845321	65167	330576	0	0	0	0	5092	0	0	0	0	164164	51400	989	57.79146774922422	1462709.0	1132133.0	77.4	330576.0	22.6	DDB-PD-005-AMBR-R5--S02-RNAseq_S2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1462709.0	0.0	20-151	59.0	40.43153288495382	129.33837625939267	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2010232	803124	275682506	2336082	190769247	30.80110531206503	0.0353	0.4286	0.536
DDB-PD-005-AMBR-R5--S07-RNAseq_S10	2033488	1247817	53970	471137	0	0	0	0	14902	0	0	0	0	199627	45087	948	61.363381539502576	2033488.0	1562351.0	76.83	471137.0	23.17	DDB-PD-005-AMBR-R5--S07-RNAseq_S10_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2033488.0	0.0	20-151	52.0	48.40396106428107	119.64350219917698	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2705790	485170	351346946	4634453	342595803	2.4907411604482816	0.0316	0.3993	0.5691
DDB-PD-005-AMBR-R5--S10-RNAseq_S18	3457171	2420969	59625	249298	0	0	0	0	16615	0	0	0	0	552520	154751	3393	70.02745886738029	3457171.0	3207873.0	92.79	249298.0	7.21	DDB-PD-005-AMBR-R5--S10-RNAseq_S18_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3457171.0	0.0	20-151	51.0	30.475501422101136	128.22836475256793	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	3531816	719499	462482728	3019994	453372107	1.9699375670522337	0.0327	0.4244	0.5429
DDB-PD-005-AMBR-R6--S02-RNAseq_S3	1766811	985413	166493	341738	0	0	0	0	8789	0	0	0	0	201613	61169	1596	55.773537746821816	1766811.0	1425073.0	80.66	341738.0	19.34	DDB-PD-005-AMBR-R6--S02-RNAseq_S3_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1766811.0	0.0	20-151	57.0	37.26295144789711	128.24838536776147	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2109132	313609	285588502	6200492	277556041	2.8125995772756984	0.0369	0.4055	0.5575
DDB-PD-005-AMBR-R6--S07-RNAseq_S11	598263	393970	17648	79501	0	0	0	0	1358	0	0	0	0	81119	24163	504	65.85230910151554	598263.0	518762.0	86.71	79501.0	13.29	DDB-PD-005-AMBR-R6--S07-RNAseq_S11_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	598263.0	0.0	20-151	53.0	50.92216419181818	133.8734636773459	pass	pass	pass	pass	fail	fail	pass	warn	warn	fail	pass	968553	484261	137319529	722406	81017298	41.000891431837054	0.0335	0.4255	0.541
DDB-PD-005-AMBR-R6--S10-RNAseq_S19	4006177	2696270	182571	249560	0	0	0	0	33701	0	0	0	0	667132	173266	3677	67.30281762388431	4006177.0	3756617.0	93.77	249560.0	6.23	DDB-PD-005-AMBR-R6--S10-RNAseq_S19_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4006177.0	0.0	20-151	51.0	26.715789927781138	121.13856651865359	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	4055833	912184	502809660	3646906	491270855	2.294865416865698	0.0406	0.408	0.5514
DDB-PD-005-AMBR-R7--S02-RNAseq_S4	1657770	866717	221971	303239	0	0	0	0	14586	0	0	0	0	199955	50287	1015	52.28210185972723	1657770.0	1354531.0	81.71	303239.0	18.29	DDB-PD-005-AMBR-R7--S02-RNAseq_S4_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1657770.0	0.0	20-151	58.0	41.519538646933775	122.8136279459756	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	4679281	3315829	661381274	2628204	205772803	68.88741621674643	0.0472	0.3782	0.5746
DDB-PD-005-AMBR-R7--S07-RNAseq_S12	130173	2001	285	127398	0	0	0	0	20	0	0	0	0	424	42	3	1.537185130557028	130173.0	2775.0	2.13	127398.0	97.87	DDB-PD-005-AMBR-R7--S07-RNAseq_S12_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	130173.0	0.0	20-151	93.0	15.20591827798391	142.71020104015426	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	1286182	1150503	193433683	813531	19188964	90.07982286104742	0.0411	0.405	0.5539
DDB-PD-005-AMBR-R7--S10-RNAseq_S20	5129975	3733098	108920	362995	0	0	0	0	37510	0	0	0	0	665092	217832	4528	72.7702961515407	5129975.0	4766980.0	92.92	362995.0	7.08	DDB-PD-005-AMBR-R7--S10-RNAseq_S20_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5129975.0	0.0	20-151	51.0	26.00249960311399	121.46133675115378	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	5184221	1106914	637525385	3823385	623407683	2.2144533115336262	0.0339	0.3989	0.5671
DDB-PD-005-AMBR-R8--S02-RNAseq_S5	913311	494464	91813	181746	0	0	0	0	6183	0	0	0	0	109089	29402	614	54.139718015002565	913311.0	731565.0	80.1	181746.0	19.9	DDB-PD-005-AMBR-R8--S02-RNAseq_S5_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	913311.0	0.0	20-151	57.0	43.055337338292524	125.13043749609936	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2409204	1649651	340733213	1767401	114627137	66.35868397132157	0.0483	0.3879	0.5638
DDB-PD-005-AMBR-R8--S07-RNAseq_S13	2610578	1913712	81434	214224	0	0	0	0	6258	0	0	0	0	277473	115142	2335	73.30606478718506	2610578.0	2396354.0	91.79	214224.0	8.21	DDB-PD-005-AMBR-R8--S07-RNAseq_S13_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2610578.0	0.0	20-151	51.0	28.404042182239127	134.92107648191322	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	3027429	522903	419848326	2752613	413935803	1.4082521315090346	0.0242	0.4056	0.5702
DDB-PD-005-AMBR-R8--S10-RNAseq_S21	8428625	6278626	172957	533365	0	0	0	0	39767	0	0	0	0	1015837	379766	8307	74.49169941716471	8428625.0	7895260.0	93.67	533365.0	6.33	DDB-PD-005-AMBR-R8--S10-RNAseq_S21_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8428625.0	0.0	20-151	51.0	19.411419079639494	127.7578338103783	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	8547082	1786150	1105302538	6570421	1077453698	2.519567181162123	0.028999999999999998	0.4008	0.5703
DDB-PD-006-AMBR-R1--S02-RNAseq_S22	4077037	3037031	62106	296882	0	0	0	0	15935	0	0	0	0	463455	197577	4051	74.49113167233949	4077037.0	3780155.0	92.72	296882.0	7.28	DDB-PD-006-AMBR-R1--S02-RNAseq_S22_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4077037.0	0.0	20-151	51.0	30.364305079000104	128.11115645994877	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	4159528	803641	543925954	3951247	533534945	1.910371976844481	0.0273	0.4363	0.5363
DDB-PD-006-AMBR-R1--S07-RNAseq_S30	4550367	3548839	53154	319985	0	0	0	0	4134	0	0	0	0	406522	213258	4475	77.99017090269862	4550367.0	4230382.0	92.97	319985.0	7.03	DDB-PD-006-AMBR-R1--S07-RNAseq_S30_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4550367.0	0.0	20-151	51.0	27.582783675854998	138.42289226341524	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	4571723	920561	638970729	3383250	630388794	1.3430873450855678	0.022000000000000002	0.4202	0.5578
DDB-PD-006-AMBR-R1--S10-RNAseq_S35	3436172	2493991	79772	256964	0	0	0	0	3680	0	0	0	0	451735	146730	3300	72.58050528320467	3436172.0	3179208.0	92.52	256964.0	7.48	DDB-PD-006-AMBR-R1--S10-RNAseq_S35_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3436172.0	0.0	20-151	51.0	31.009612832708058	141.8709185686863	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	3452528	659121	493705573	2531533	487799652	1.1962435352132432	0.0209	0.433	0.5461
DDB-PD-006-AMBR-R2--S02-RNAseq_S23	4554587	3300661	94665	358460	0	0	0	0	31673	0	0	0	0	551594	213812	3722	72.46894175037167	4554587.0	4196127.0	92.13	358460.0	7.87	DDB-PD-006-AMBR-R2--S02-RNAseq_S23_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4554587.0	0.0	20-151	52.0	27.874913714891267	121.9495451508556	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	4692069	1009220	583230779	4272590	555962547	4.675376022979061	0.0308	0.4318	0.5374
DDB-PD-006-AMBR-R2--S10-RNAseq_S36	4027851	2914535	40729	292012	0	0	0	0	8218	0	0	0	0	603432	165813	3112	72.3595535187374	4027851.0	3735839.0	92.75	292012.0	7.25	DDB-PD-006-AMBR-R2--S10-RNAseq_S36_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4027851.0	0.0	20-151	51.0	28.34292502347499	135.04865646718312	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	4199744	802865	576509578	3624876	569112580	1.2830659337285113	0.0235	0.44299999999999995	0.5336
DDB-PD-006-AMBR-R5--S02-RNAseq_S25	2344657	1722998	46394	193658	0	0	0	0	2108	0	0	0	0	267897	109572	2030	73.48614317573957	2344657.0	2150999.0	91.74	193658.0	8.26	DDB-PD-006-AMBR-R5--S02-RNAseq_S25_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2344657.0	0.0	20-151	51.0	31.07604906088223	139.3541029668732	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2350548	471809	331541246	1811798	327641363	1.1762889375157866	0.025	0.4431	0.5318
DDB-PD-006-AMBR-R5--S07-RNAseq_S31	6187409	4364462	263410	452339	0	0	0	0	6695	0	0	0	0	842911	251535	6057	70.5377970003276	6187409.0	5735070.0	92.69	452339.0	7.31	DDB-PD-006-AMBR-R5--S07-RNAseq_S31_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6187409.0	0.0	20-151	51.0	23.69933068464706	138.61179792704831	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	6246777	1269550	874690330	4588508	858741378	1.8233826821887924	0.0204	0.4415	0.5381
DDB-PD-006-AMBR-R6--S03-RNAseq_S26	2693626	2061484	32359	202864	0	0	0	0	2067	0	0	0	0	267456	124681	2715	76.53193130746436	2693626.0	2490762.0	92.47	202864.0	7.53	DDB-PD-006-AMBR-R6--S03-RNAseq_S26_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2693626.0	0.0	20-151	51.0	33.22541010149564	139.35599411351095	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2700877	536605	380197254	2037540	376250249	1.0381466353252515	0.0236	0.4475	0.5289
DDB-PD-006-AMBR-R6--S07-RNAseq_S32	377	184	14	134	0	0	0	0	0	0	0	0	0	26	18	1	48.806366047745364	377.0	243.0	64.46	134.0	35.54	DDB-PD-006-AMBR-R6--S07-RNAseq_S32_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	377.0	0.0	59-151	49.0	98.14323607427055	140.40318302387269	pass	pass	fail	pass	fail	fail	pass	warn	pass	warn	pass	389	82	55675	571	54972	1.2626852267624606	0.0226	0.3807	0.5967
DDB-PD-006-AMBR-R7--S03-RNAseq_S27	3059943	2307209	71227	227497	0	0	0	0	2212	0	0	0	0	311948	136795	3055	75.40039144520011	3059943.0	2832446.0	92.57	227497.0	7.43	DDB-PD-006-AMBR-R7--S03-RNAseq_S27_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3059943.0	0.0	20-151	51.0	25.96901054112733	138.78523848320052	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	3069299	597283	429740024	2356477	424877286	1.1315534342689009	0.0205	0.4463	0.5332
DDB-PD-006-AMBR-R7--S07-RNAseq_S33	5963243	3924879	435270	484492	0	0	0	0	8054	0	0	0	0	884639	220805	5104	65.81786118727679	5963243.0	5478751.0	91.88	484492.0	8.12	DDB-PD-006-AMBR-R7--S07-RNAseq_S33_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5963243.0	0.0	20-151	51.0	19.090457604988558	137.52166128396914	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	6004353	1212742	833719465	4287019	820519520	1.5832597839130456	0.019	0.4402	0.5408
DDB-PD-006-AMBR-R8--S03-RNAseq_S28	3628226	2629674	94394	278300	0	0	0	0	2150	0	0	0	0	435796	184357	3555	72.47823040791836	3628226.0	3349926.0	92.33	278300.0	7.67	DDB-PD-006-AMBR-R8--S03-RNAseq_S28_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3628226.0	0.0	20-151	51.0	31.63423956899135	139.77771478402946	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	3635372	696068	512310148	2820895	507116860	1.0137000058019543	0.0209	0.4755	0.5036
DDB-PD-006-AMBR-R8--S09-RNAseq_S34	3501322	2447596	99433	253632	0	0	0	0	3924	0	0	0	0	510007	183480	3250	69.90491020248922	3501322.0	3247690.0	92.76	253632.0	7.24	DDB-PD-006-AMBR-R8--S09-RNAseq_S34_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3501322.0	0.0	20-151	51.0	24.70231019085922	138.4827522290152	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	3551432	750684	496991029	2742798	485210798	2.3703105916626117	0.025	0.47	0.5049
DDB-PD-006-AMBR-R9--S03-RNAseq_S29	3910292	2846544	145062	271543	0	0	0	0	3448	0	0	0	0	447401	192750	3544	72.79620038605812	3910292.0	3638749.0	93.06	271543.0	6.94	DDB-PD-006-AMBR-R9--S03-RNAseq_S29_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3910292.0	0.0	20-151	51.0	29.653643933716463	137.40772811851392	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	3923457	774729	544230381	2936306	537616604	1.2152531778632916	0.0213	0.4706	0.5082
